"Observer","Date","Year","TimeInitial","TimeFinal","DiveNumber_Transect","Country","Site","Location","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","Patch","Diameter_cm","Abundance","Condition","Diameter_cm_Corrected"
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","7",17,"1","",13
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","7",19,"1","",15
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","8",8,"1","",7
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","8",14,"1","",11
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","8",14,"1","",11
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","8",14,"1","",11
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","8",20,"1","",15
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","8",23,"1","",17
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","9",10,"1","",8
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","10",14,"1","",11
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","10",21,"1","",16
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","10",21,"1","",16
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","10",21,"1","",16
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","10",22,"1","",17
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","10",22,"1","",17
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","10",23,"1","",17
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","11",14,"1","",11
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","12",10,"1","",8
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","12",16,"1","",13
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","13",14,"1","",11
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","13",16,"1","",13
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","13",18,"1","",14
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","13",21,"1","",16
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","13",21,"1","",16
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","14",9,"1","",8
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","14",14,"1","",11
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","14",16,"1","",13
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","14",16,"1","",13
"RobertoVazquez","7/26/07","2007","9:45","10:36","4","Mexico","IslaNatividad","LaDulce","Fished",12,12,12,"27.84963",-115.13955,"18",4,"Haliotiscorrugata","14",23,"1","",17
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","1",5,"1","",5
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","1",9,"1","",8
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","1",15,"1","",12
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","1",20,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","1",20,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","2",15,"1","",12
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","2",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","3",11,"1","",9
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","3",12,"1","",10
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","3",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","3",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","4",10,"1","",8
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","4",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","4",20,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","5",5,"1","",5
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","5",15,"1","",12
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","5",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","6",7,"1","",6
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","6",15,"1","",12
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","6",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","6",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","6",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","7",14,"1","",11
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","7",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","8",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","9",5,"1","",5
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","9",12,"1","",10
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","9",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","9",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","10",7,"1","",6
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","10",8,"1","",7
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","10",15,"1","",12
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","10",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","10",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","10",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","10",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","11",14,"1","",11
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","11",15,"1","",12
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","11",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","11",18,"1","",14
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","12",6,"1","",5
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","12",14,"1","",11
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","12",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","12",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","12",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","13",10,"1","",8
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","13",16,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","13",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","13",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","13",20,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","13",20,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","13",22,"1","",17
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",9,"1","",8
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",13,"1","",10
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",19,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",20,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",20,"1","",15
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",22,"1","",17
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","14",22,"1","",17
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","15",15,"1","",12
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","15",17,"1","",13
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","15",21,"1","",16
"RobertoVazquez","7/27/07","2007","10:01","10:48","1","Mexico","IslaNatividad","LaGuanera","Fished",14,13,14,"27.87769",-115.16775,"18",8,"Haliotiscorrugata","15",21,"1","",16
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",5,"1","",5
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",9,"1","",8
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",13,"1","",10
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",13,"1","",10
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",17,"1","",13
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",18,"1","",14
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",20,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",20,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","1",21,"1","",16
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","2",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","2",21,"1","",16
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","2",21,"1","",16
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","3",18,"1","",14
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","3",20,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","4",10,"1","",8
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","4",12,"1","",10
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","4",20,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","5",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","5",21,"1","",16
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","6",21,"1","",16
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","7",17,"1","",13
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","8",16,"1","",13
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","8",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","8",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","9",11,"1","",9
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","10",16,"1","",13
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","10",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","10",19,"1","",15
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","10",21,"1","",16
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","11",16,"1","",13
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","12",16,"1","",13
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","12",22,"1","",17
"RobertoVazquez","7/27/07","2007","11:40","12:32","2","Mexico","IslaNatividad","LaGuanera","Fished",10,10,10,"27.87314",-115.17008,"18",4,"Haliotiscorrugata","13",18,"1","",14
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","1",15,"1","",12
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","1",15,"1","",12
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","1",17,"1","",13
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","2",12,"1","",10
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","2",14,"1","",11
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","2",20,"1","",15
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","3",13,"1","",10
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","3",14,"1","",11
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","4",16,"1","",13
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","5",19,"1","",15
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","7",16,"1","",13
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","8",13,"1","",10
