"Observer","Date","Month","Day","Year","TransectNumber","TimeInitial","TimeFinal","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","MidTransDepth","Latitude","Longitude","Temperature","Visibility","Genusspecies","Abundance","NumberStipes","TransDistance","newdate"
"AbrahamMayoral","8/3/09",8,3,2009,17,"11:38","11:45","LaPlana","IslaNatividad","Reserve","Mexico",5.3,6.6,6.6,6,27.8502,-115.17031,17,9,"Macrocystispyrifera",1,9,NA,2009-08-03
"AbrahamMayoral","8/3/09",8,3,2009,17,"11:38","11:45","LaPlana","IslaNatividad","Reserve","Mexico",5.3,6.6,6.6,6,27.8502,-115.17031,17,9,"Macrocystispyrifera",1,1,NA,2009-08-03
"AbrahamMayoral","8/3/09",8,3,2009,17,"11:38","11:45","LaPlana","IslaNatividad","Reserve","Mexico",5.3,6.6,6.6,6,27.8502,-115.17031,17,9,"Macrocystispyrifera",1,13,NA,2009-08-03
"AbrahamMayoral","8/3/09",8,3,2009,17,"11:38","11:45","LaPlana","IslaNatividad","Reserve","Mexico",5.3,6.6,6.6,6,27.8502,-115.17031,17,9,"Macrocystispyrifera",1,14,NA,2009-08-03
"AbrahamMayoral","8/3/09",8,3,2009,17,"11:38","11:45","LaPlana","IslaNatividad","Reserve","Mexico",5.3,6.6,6.6,6,27.8502,-115.17031,17,9,"Macrocystispyrifera",1,6,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Eiseniaarborea",5,NA,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,10,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,2,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,5,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,6,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,9,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,3,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,12,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,6,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,2,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,5,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,3,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,8,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,5,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,7,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,3,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,7,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,3,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,9,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Macrocystispyrifera",1,1,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,20,"10:07","10:17","LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,14.9,27.84229,-115.14378,15,10,"Laminaria",3,NA,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Eiseniaarborea",40,NA,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,7,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,2,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,5,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,3,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,5,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,7,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,28,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,15,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,5,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Macrocystispyrifera",1,3,NA,2009-08-03
"ArturoHernandez","8/3/09",8,3,2009,18,"11:30","11:40","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,10,"Pterygophoracalifornica",1,NA,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Eiseniaarborea",1,NA,18,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,4,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,5,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,10,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,30,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,6,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,2,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,17,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,28,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,10,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,11,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,10,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,4,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,25,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,15,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,12,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,9,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,6,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,40,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,5,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,10,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,19,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,14,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,65,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,13,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,10,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,25,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,45,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,49,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,5,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,30,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,22,"11:00","11:07","LaPlana","IslaNatividad","Reserve","Mexico",6,6.5,6.5,6.3,27.8502,-115.17031,17,8,"Macrocystispyrifera",1,21,25,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,8,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,3,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,2,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,3,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,8,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,3,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,5,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,6,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,7,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,4,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,2,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,1,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,4,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,16,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,2,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,3,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,1,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,2,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,2,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,2,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,10,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,7,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,6,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,7,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,15,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,4,NA,2009-08-03
"MarioRojo","8/3/09",8,3,2009,24,"10:00","10:05","LaDulce","IslaNatividad","Fished","Mexico",15,14,15,14.5,27.84219,-115.14378,15,8,"Macrocystispyrifera",1,6,NA,2009-08-03
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,6,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,8,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,2,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,2,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,3,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,4,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,2,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,8,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,6,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,1,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,2,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,1,"10:08","10:20","Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,15.6,27.85879,-115.18975,13,8,"Macrocystispyrifera",1,12,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Eiseniaarborea",31,NA,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,37,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,6,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,1,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,5,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,10,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,17,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,2,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,3,NA,2009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,2,"11:27","11:33","Babencho","IslaNatividad","Fished","Mexico",8.6,12.3,12.3,10.5,27.86545,-115.1873,13,8,"Macrocystispyrifera",1,27,NA,2009-08-04
"MarioRojo","8/4/09",8,4,2009,11,"10:00","10:05","Babencho","IslaNatividad","Fished","Mexico",16.4,15.2,16.4,15.8,27.85879,-115.18975,13,4,"Eiseniaarborea",4,NA,NA,2009-08-04
"MarioRojo","8/4/09",8,4,2009,11,"10:00","10:05","Babencho","IslaNatividad","Fished","Mexico",16.4,15.2,16.4,15.8,27.85879,-115.18975,13,4,"Macrocystispyrifera",1,3,NA,2009-08-04
"MarioRojo","8/4/09",8,4,2009,11,"10:00","10:05","Babencho","IslaNatividad","Fished","Mexico",16.4,15.2,16.4,15.8,27.85879,-115.18975,13,4,"Macrocystispyrifera",1,10,NA,2009-08-04
"MarioRojo","8/4/09",8,4,2009,11,"10:00","10:05","Babencho","IslaNatividad","Fished","Mexico",16.4,15.2,16.4,15.8,27.85879,-115.18975,13,4,"Macrocystispyrifera",1,9,NA,2009-08-04
"MarioRojo","8/4/09",8,4,2009,11,"10:00","10:05","Babencho","IslaNatividad","Fished","Mexico",16.4,15.2,16.4,15.8,27.85879,-115.18975,13,4,"Macrocystispyrifera",1,8,NA,2009-08-04
"MarioRojo","8/4/09",8,4,2009,11,"10:00","10:05","Babencho","IslaNatividad","Fished","Mexico",16.4,15.2,16.4,15.8,27.85879,-115.18975,13,4,"Macrocystispyrifera",1,11,NA,2009-08-04
