"Observer","Date","Month","Day","Year","TimeInitial","TimeFinal","TransectNumber","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","Latitude","Longitude","Temperature","Visibility","SandSiltClay","Cobble","Boulder","Bedrock","Other","ReliefOne","ReliefTwo","ReliefThree","ReliefFour","NoOrg","BrownAlgae","OtherBrownAlgae","GreenAlgae","RedAlgae","ArticulatedCoralline","CrustoseCoralline","SessileInvertebrate","MobileInvertebrate","Gellidium","Seagrass","newdate"
"AlonsoRamirez","7/30/10",7,30,2010,"9:32","9:38",20,"Babencho","IslaNatividad","Fished","Mexico",13,13.5,13.5,27.86363,-115.18785,12,4,2,0,1,12,0,0,15,0,0,2,0,1,0,0,2,9,1,NA,0,0,0010-07-30
"MarioRojo","7/30/10",7,30,2010,"9:30","9:36",21,"Babencho","IslaNatividad","Fished","Mexico",10,8.5,10,27.86394,-115.1816,12,6,0,0,5,10,0,0,13,2,0,2,3,0,0,4,1,3,1,NA,1,0,0010-07-30
"AlbertoZuniga","7/30/10",7,30,2010,"9:30","9:36",22,"Babencho","IslaNatividad","Fished","Mexico",9.4,10.5,10.5,27.86394,-115.1816,12,6,0,1,2,12,0,1,11,3,0,0,4,0,0,5,0,2,0,NA,4,0,0010-07-30
"ArturoHernandez","7/30/10",7,30,2010,"9:30","9:37",23,"Babencho","IslaNatividad","Fished","Mexico",8,7.2,8,27.86459,-115.18758,12,6,0,0,0,15,0,0,11,4,0,0,3,0,0,4,2,0,1,NA,5,0,0010-07-30
"JuanHernandez","7/30/10",7,30,2010,"9:43","9:53",24,"Babencho","IslaNatividad","Fished","Mexico",7.5,8,8,27.86459,-115.18758,12,7,0,0,2,28,0,0,19,11,0,0,9,0,0,5,2,5,0,NA,9,0,0010-07-30
"SergioMendoza","7/30/10",7,30,2010,"9:45","9:53",25,"Babencho","IslaNatividad","Fished","Mexico",10,9.9,10,27.86459,-115.18758,12,7,1,12,5,12,0,0,22,8,0,9,1,0,0,2,2,10,0,NA,6,0,0010-07-30
"AbrahamMayoral","7/26/10",7,26,2010,"9:34","9:39",1,"LaDulce","IslaNatividad","Fished","Mexico",8.3,9.6,9.6,27.84238,-115.14358,12,10,0,1,1,13,0,0,12,3,0,0,1,0,0,0,9,4,1,NA,0,0,0010-07-26
"AbrahamMayoral","7/26/10",7,26,2010,"10:50","10:55",2,"LaDulce","IslaNatividad","Fished","Mexico",9,10,10,27.84464,-115.14165,12,10,0,2,0,13,0,0,12,3,0,0,0,0,0,0,7,2,1,NA,4,1,0010-07-26
"AlonsoRamirez","7/26/10",7,26,2010,"9:30","9:36",3,"LaDulce","IslaNatividad","Fished","Mexico",9.8,10.2,10.2,27.84238,-115.14358,12,10,0,9,0,6,0,3,10,2,0,1,0,0,0,0,2,12,0,NA,0,0,0010-07-26
"AlonsoRamirez","7/26/10",7,26,2010,"10:44","10:49",4,"LaDulce","IslaNatividad","Fished","Mexico",10.8,11.8,11.8,27.84464,-115.14165,12,10,0,1,2,12,0,0,15,0,0,0,0,0,0,0,7,8,0,NA,0,0,0010-07-26
"MarioRojo","7/26/10",7,26,2010,"10:20","10:26",5,"LaDulce","IslaNatividad","Fished","Mexico",12.5,11.8,11.8,27.84146,-115.1427,12,8,0,0,0,15,0,0,15,0,0,0,2,0,0,0,7,5,1,NA,0,0,0010-07-26
"MarioRojo","7/26/10",7,26,2010,"11:21","11:26",6,"LaDulce","IslaNatividad","Fished","Mexico",7.7,7.7,7.7,27.84366,-115.14116,12,8,0,0,5,10,0,0,14,1,0,1,1,1,0,2,3,4,3,NA,0,0,0010-07-26
"AlbertoZuniga","7/26/10",7,26,2010,"10:20","10:27",7,"LaDulce","IslaNatividad","Fished","Mexico",12.1,11,12.1,27.84146,-115.1427,12,8,0,2,1,11,1,4,9,2,0,0,1,2,0,0,5,7,0,NA,0,0,0010-07-26
"AlbertoZuniga","7/26/10",7,26,2010,"11:21","11:27",8,"LaDulce","IslaNatividad","Fished","Mexico",8.7,8,8.7,27.84366,-115.14116,12,8,0,1,9,5,0,4,11,0,0,0,1,0,0,0,3,8,1,NA,2,0,0010-07-26
"ArturoHernandez","7/26/10",7,26,2010,"10:20","10:25",9,"LaDulce","IslaNatividad","Fished","Mexico",12.8,15.8,15.8,27.84146,-115.1427,12,9,0,0,3,27,0,1,29,0,0,0,1,1,0,5,13,8,2,NA,0,0,0010-07-26
"ArturoHernandez","7/26/10",7,26,2010,"11:21","11:29",10,"LaDulce","IslaNatividad","Fished","Mexico",9.3,9.8,9.8,27.84366,-115.14116,12,9,0,2,5,8,0,0,15,0,0,0,0,0,0,0,10,3,0,NA,0,2,0010-07-26
"JuanHernandez","7/26/10",7,26,2010,"9:24","9:34",11,"LaDulce","IslaNatividad","Fished","Mexico",13,12,13,27.84501,-115.14285,12,8,0,5,1,24,0,2,26,2,0,0,0,0,0,0,13,15,2,NA,0,0,0010-07-26
"JuanHernandez","7/26/10",7,26,2010,"10:53","11:01",12,"LaDulce","IslaNatividad","Fished","Mexico",13,13,13,27.84399,-115.14053,12,8,0,2,1,27,0,0,30,0,0,0,0,0,0,0,14,15,1,NA,0,0,0010-07-26
"AlonsoGrosso","7/26/10",7,26,2010,"9:30","9:36",13,"LaDulce","IslaNatividad","Fished","Mexico",12.8,13.4,13.4,27.84501,-115.14285,12,8,0,0,6,9,0,0,14,1,0,0,0,0,0,0,7,7,1,NA,0,0,0010-07-26
"AlonsoGrosso","7/26/10",7,26,2010,"10:52","10:57",14,"LaDulce","IslaNatividad","Fished","Mexico",12.3,13.3,13.3,27.84399,-115.14053,12,8,0,0,0,15,0,0,12,3,0,0,2,0,0,0,6,6,1,NA,0,0,0010-07-26
"LeonardoVazquez","7/26/10",7,26,2010,"9:38","9:45",15,"LaDulce","IslaNatividad","Fished","Mexico",10.4,12.2,12.2,27.84397,-115.14352,12,8,0,1,1,14,0,1,15,0,0,0,1,0,0,0,5,9,0,NA,1,0,0010-07-26
"LeonardoVazquez","7/26/10",7,26,2010,"10:57","11:05",16,"LaDulce","IslaNatividad","Fished","Mexico",11.3,11.1,11.3,27.84505,-115.14091,12,8,0,2,2,12,0,2,14,0,0,0,0,0,0,0,2,10,4,NA,0,0,0010-07-26
"SergioMendoza","7/26/10",7,26,2010,"9:24","9:30",17,"LaDulce","IslaNatividad","Fished","Mexico",10.1,8.1,10.1,27.84397,-115.14352,12,8,0,1,2,12,0,0,14,1,0,0,0,0,0,0,5,7,3,NA,0,0,0010-07-26
"SergioMendoza","7/26/10",7,26,2010,"10:51","10:57",18,"LaDulce","IslaNatividad","Fished","Mexico",11.5,12.8,12.8,27.84505,-115.14091,12,8,0,0,3,12,0,0,15,0,0,0,0,1,0,0,8,4,0,NA,0,0,0010-07-26
"AbrahamMayoral","7/27/10",7,27,2010,"9:39","9:43",19,"LaDulce","IslaNatividad","Fished","Mexico",0.4,9.24,15,27.50891,-115.08578,12,10,0,4,0,11,0,1,12,2,0,0,1,1,0,0,2,10,1,NA,0,0,0010-07-27
"AlonsoRamirez","7/27/10",7,27,2010,"9:40","9:45",20,"LaDulce","IslaNatividad","Fished","Mexico",15,14.8,15,27.50891,-115.08578,12,10,0,2,3,10,0,0,13,2,0,0,0,0,0,0,3,12,0,NA,0,0,0010-07-27
"MarioRojo","7/27/10",7,27,2010,"9:28","9:34",21,"LaDulce","IslaNatividad","Fished","Mexico",16,17,17,27.84815,-115.14281,12,8,0,5,6,4,0,0,15,0,0,1,1,1,0,1,1,9,1,NA,0,0,0010-07-27
"AlbertoZuniga","7/27/10",7,27,2010,"9:28","9:34",22,"LaDulce","IslaNatividad","Fished","Mexico",16.6,15.1,16.6,27.84815,-115.14281,12,8,2,6,2,2,3,6,9,0,0,2,1,1,0,0,1,10,0,NA,0,0,0010-07-27
"ArturoHernandez","7/27/10",7,27,2010,"9:28","9:33",23,"LaDulce","IslaNatividad","Fished","Mexico",16.9,16.1,16.9,27.84815,-115.14281,12,8,0,14,0,1,0,4,11,0,0,0,1,1,0,3,0,10,0,NA,0,0,0010-07-27
"JuanHernandez","7/27/10",7,27,2010,"9:41","9:47",24,"LaDulce","IslaNatividad","Fished","Mexico",18,17.4,18,27.84529,-115.1448,12,9,0,0,8,22,0,0,27,3,0,0,0,3,0,0,8,17,2,NA,0,0,0010-07-27
"AlonsoGrosso","7/27/10",7,27,2010,"9:33","9:38",25,"LaDulce","IslaNatividad","Fished","Mexico",18.1,18,18.1,27.84529,-115.1448,12,8,1,5,1,7,1,0,15,0,0,0,1,0,0,0,1,12,1,NA,0,0,0010-07-27
"LeonardoVazquez","7/27/10",7,27,2010,"9:43","9:46",26,"LaDulce","IslaNatividad","Fished","Mexico",12.2,18.3,18.3,27.8462,-115.14436,12,8,0,7,2,21,0,13,17,0,0,0,0,1,0,3,1,23,2,NA,0,0,0010-07-27
"SergioMendoza","7/27/10",7,27,2010,"9:33","9:39",27,"LaDulce","IslaNatividad","Fished","Mexico",17.1,16.6,17.1,27.8462,-115.14436,12,8,0,5,3,22,0,3,25,2,0,1,0,1,0,0,4,18,6,NA,0,0,0010-07-27
"AbrahamMayoral","7/30/10",7,30,2010,"11:12","11:18",1,"LaGuanera","IslaNatividad","Fished","Mexico",7.8,7,7.8,27.87368,-115.16587,17,8,0,3,3,9,0,0,9,6,0,0,0,1,0,3,6,3,1,NA,0,1,0010-07-30
"AlonsoRamirez","7/30/10",7,30,2010,"11:11","11:16",2,"LaGuanera","IslaNatividad","Fished","Mexico",7.2,7.2,7.2,27.87368,-115.16587,17,8,3,1,3,8,0,1,9,5,0,3,0,0,0,2,6,3,0,NA,0,1,0010-07-30
"MarioRojo","7/30/10",7,30,2010,"11:10","11:14",3,"LaGuanera","IslaNatividad","Fished","Mexico",9.5,9,9.5,27.87432,-115.16602,17,8,0,2,7,6,0,0,15,0,0,1,2,1,0,0,3,7,1,NA,0,0,0010-07-30
"AlbertoZuniga","7/30/10",7,30,2010,"11:10","11:14",4,"LaGuanera","IslaNatividad","Fished","Mexico",9.2,8.8,9.2,27.87432,-115.16602,17,8,1,3,6,4,1,5,9,1,0,1,2,1,0,1,3,7,0,NA,0,0,0010-07-30
"ArturoHernandez","7/30/10",7,30,2010,"11:37","11:42",5,"LaGuanera","IslaNatividad","Fished","Mexico",9.7,8.7,9.7,27.87515,-115.16859,17,8,1,0,1,13,0,1,14,0,0,1,3,2,0,1,4,1,1,NA,1,1,0010-07-30
"JuanHernandez","7/30/10",7,30,2010,"11:28","11:37",6,"LaGuanera","IslaNatividad","Fished","Mexico",9.5,9,9.5,27.87515,-115.16859,17,8,8,10,0,12,0,5,25,0,0,8,0,2,0,0,8,10,1,NA,0,1,0010-07-30
"SergioMendoza","7/30/10",7,30,2010,"11:37","11:44",7,"LaGuanera","IslaNatividad","Fished","Mexico",9.6,10.5,10.5,27.87515,-115.16859,17,8,0,16,8,6,0,1,29,0,0,6,1,1,0,3,8,10,1,NA,0,0,0010-07-30
"AbrahamMayoral","7/31/10",7,31,2010,"9:37","9:42",8,"LaGuanera","IslaNatividad","Fished","Mexico",18.2,17.4,18.2,27.87828,-115.1664,16,7,1,12,0,2,0,9,5,1,0,1,0,5,0,0,0,8,1,NA,0,0,0010-07-31
"AbrahamMayoral","7/31/10",7,31,2010,"10:38","10:44",9,"LaGuanera","IslaNatividad","Fished","Mexico",12.6,11.8,12.6,27.87803,-115.16914,16,7,0,7,2,6,0,1,13,1,0,0,1,0,0,0,0,9,5,NA,0,0,0010-07-31
"AlonsoRamirez","7/31/10",7,31,2010,"9:37","9:42",10,"LaGuanera","IslaNatividad","Fished","Mexico",16.6,16.5,16.6,27.87828,-115.1664,16,7,0,6,1,8,0,2,9,4,0,0,0,0,0,0,0,15,0,NA,0,0,0010-07-31
"AlonsoRamirez","7/31/10",7,31,2010,"10:34","10:39",11,"LaGuanera","IslaNatividad","Fished","Mexico",11.5,11.9,11.9,27.87803,-115.16914,16,7,0,9,1,5,0,1,9,5,0,0,0,0,0,0,0,15,0,NA,0,0,0010-07-31
"MarioRojo","7/31/10",7,31,2010,"9:30","9:36",12,"LaGuanera","IslaNatividad","Fished","Mexico",17.5,17.5,17.5,27.8791,-115.16701,16,8,0,3,2,10,0,0,12,3,0,1,2,2,0,0,0,8,2,NA,0,0,0010-07-31
"MarioRojo","7/31/10",7,31,2010,"10:30","10:36",13,"LaGuanera","IslaNatividad","Fished","Mexico",12,12.5,12.5,27.87721,-115.16885,16,8,0,8,6,1,0,0,15,0,0,0,1,0,0,0,4,8,2,NA,0,0,0010-07-31
"AlbertoZuniga","7/31/10",7,31,2010,"9:30","9:34",14,"LaGuanera","IslaNatividad","Fished","Mexico",16.4,16.8,16.8,27.8791,-115.16701,16,8,1,6,4,2,2,9,5,1,0,1,2,1,0,0,0,11,0,NA,0,0,0010-07-31
"AlbertoZuniga","7/31/10",7,31,2010,"10:30","10:34",15,"LaGuanera","IslaNatividad","Fished","Mexico",11.9,12.5,12.5,27.87721,-115.16885,16,8,0,6,4,3,2,8,7,0,0,0,6,0,0,0,3,6,0,NA,0,0,0010-07-31
"ArturoHernandez","7/31/10",7,31,2010,"9:20","9:25",16,"LaGuanera","IslaNatividad","Fished","Mexico",17.3,16.1,17.3,27.8802,-115.16986,16,6,0,8,4,3,0,0,15,0,0,0,0,1,0,1,9,4,0,NA,0,0,0010-07-31
"ArturoHernandez","7/31/10",7,31,2010,"10:29","10:34",17,"LaGuanera","IslaNatividad","Fished","Mexico",9,8.7,9,27.87852,-115.1708,16,6,0,5,8,2,0,0,15,0,0,0,1,0,0,0,4,10,0,NA,0,0,0010-07-31
"JuanHernandez","7/31/10",7,31,2010,"9:33","9:41",18,"LaGuanera","IslaNatividad","Fished","Mexico",14.8,14.6,14.8,27.8794,-115.16855,16,6,0,7,3,20,0,0,30,0,0,0,3,3,0,0,4,20,0,NA,0,0,0010-07-31
"JuanHernandez","7/31/10",7,31,2010,"10:42","10:48",19,"LaGuanera","IslaNatividad","Fished","Mexico",11.3,11,11.3,27.87907,-115.17099,16,6,0,13,5,12,0,0,30,0,0,0,5,0,0,0,3,22,0,NA,0,0,0010-07-31
"AlonsoGrosso","7/31/10",7,31,2010,"9:33","9:41",20,"LaGuanera","IslaNatividad","Fished","Mexico",14.8,14.6,14.8,27.8794,-115.16855,15,6,0,19,0,9,2,16,14,0,0,2,0,1,0,0,1,23,3,NA,0,0,0010-07-31
"AlonsoGrosso","7/31/10",7,31,2010,"10:42","10:48",21,"LaGuanera","IslaNatividad","Fished","Mexico",11.3,11,11.3,27.87907,-115.17099,15,6,0,15,0,14,1,13,17,0,0,1,0,0,0,0,2,26,1,NA,0,0,0010-07-31
"SergioMendoza","7/31/10",7,31,2010,"9:42","9:49",22,"LaGuanera","IslaNatividad","Fished","Mexico",15.6,16.4,16.4,27.8802,-115.16986,16,8,1,16,5,5,3,0,30,0,0,4,2,2,0,0,2,20,0,NA,0,0,0010-07-31
"SergioMendoza","7/31/10",7,31,2010,"10:57","11:01",23,"LaGuanera","IslaNatividad","Fished","Mexico",11.1,11.4,11.3,27.87852,-115.1708,16,8,2,11,14,3,0,0,30,0,0,4,2,0,0,0,2,22,0,NA,0,0,0010-07-31
"AbrahamMayoral","7/27/10",7,27,2010,"11:09","11:15",1,"LaPlana","IslaNatividad","Reserve","Mexico",8.9,8,8.9,27.50856,-115.0979,12,10,0,4,0,11,0,0,14,1,0,0,0,0,0,2,9,4,0,NA,0,0,0010-07-27
"AlonsoRamirez","7/27/10",7,27,2010,"11:06","11:11",2,"LaPlana","IslaNatividad","Reserve","Mexico",7.3,6.3,7.3,27.50856,-115.0979,12,10,0,0,4,11,0,0,13,2,0,0,0,0,0,0,9,6,0,NA,0,0,0010-07-27
"MarioRojo","7/27/10",7,27,2010,"10:30","10:34",3,"LaPlana","IslaNatividad","Reserve","Mexico",7,8,8,27.8486,-115.16142,12,8,0,3,6,6,0,0,15,0,0,0,0,0,0,0,6,6,2,NA,0,1,0010-07-27
"AlbertoZuniga","7/27/10",7,27,2010,"9:28","9:34",4,"LaPlana","IslaNatividad","Reserve","Mexico",6.8,7,7,27.8486,-115.16142,12,8,1,2,6,3,3,6,7,2,0,1,0,1,0,1,4,7,1,NA,0,0,0010-07-27
"ArturoHernandez","7/27/10",7,27,2010,"10:30","10:35",5,"LaPlana","IslaNatividad","Reserve","Mexico",7.2,8.4,8.4,27.8486,-115.16142,12,8,0,3,5,7,0,0,14,1,0,1,1,0,0,0,8,3,2,NA,0,0,0010-07-27
"JuanHernandez","7/27/10",7,27,2010,"11:03","11:15",6,"LaPlana","IslaNatividad","Reserve","Mexico",8,9.5,9.5,27.84766,-115.16499,12,9,0,3,1,26,0,0,28,2,0,1,1,0,0,1,15,11,1,NA,0,0,0010-07-27
"AlonsoGrosso","7/27/10",7,27,2010,"11:07","11:18",7,"LaPlana","IslaNatividad","Reserve","Mexico",7.9,9.9,9.9,27.84766,-115.16499,12,8,0,5,1,22,2,0,23,7,0,2,0,2,0,0,8,12,6,NA,0,0,0010-07-27
"LeonardoVazquez","7/27/10",7,27,2010,"11:07","11:13",8,"LaPlana","IslaNatividad","Reserve","Mexico",12.2,18.3,18.3,27.84747,-115.1641,12,8,0,2,5,23,0,5,24,1,0,3,1,4,0,0,6,11,5,NA,0,0,0010-07-27
"SergioMendoza","7/27/10",7,27,2010,"10:59","11:07",9,"LaPlana","IslaNatividad","Reserve","Mexico",9.1,13.8,13.8,27.84747,-115.1641,12,8,2,9,4,15,0,4,22,4,0,2,0,1,0,2,10,13,2,NA,0,0,0010-07-27
"AbrahamMayoral","7/28/10",7,28,2010,"9:25","9:30",10,"LaPlana","IslaNatividad","Reserve","Mexico",15.6,16,16,27.84602,-115.16885,13,8,3,8,3,1,0,3,11,1,0,3,0,0,0,1,0,8,3,NA,0,0,0010-07-28
"AbrahamMayoral","7/28/10",7,28,2010,"10:30","10:36",11,"LaPlana","IslaNatividad","Reserve","Mexico",7.2,6.6,7.2,27.84969,-115.17116,13,8,1,3,2,9,0,0,15,0,0,1,1,4,0,1,3,3,2,NA,0,0,0010-07-28
"AlonsoRamirez","7/28/10",7,28,2010,"9:23","9:29",12,"LaPlana","IslaNatividad","Reserve","Mexico",16.1,16.4,16.4,27.84602,-115.16885,13,8,1,12,2,0,0,2,13,0,0,1,0,3,0,1,0,10,0,NA,0,0,0010-07-28
"AlonsoRamirez","7/28/10",7,28,2010,"10:26","10:32",13,"LaPlana","IslaNatividad","Reserve","Mexico",7.8,6.3,7.8,27.84969,-115.17116,13,8,0,0,3,12,0,0,15,0,0,0,0,0,0,0,0,10,5,NA,0,0,0010-07-28
"MarioRojo","7/28/10",7,28,2010,"9:25","9:30",14,"LaPlana","IslaNatividad","Reserve","Mexico",16.1,16,16.1,27.84544,-115.17174,13,8,0,0,4,11,0,0,15,0,0,2,1,2,0,0,2,7,1,NA,0,0,0010-07-28
"MarioRojo","7/28/10",7,28,2010,"10:26","10:31",15,"LaPlana","IslaNatividad","Reserve","Mexico",6,6,6,27.85016,-115.17029,13,8,0,1,6,8,0,0,13,2,0,0,1,3,0,0,8,3,0,NA,0,0,0010-07-28
"AlbertoZuniga","7/28/10",7,28,2010,"9:25","9:31",16,"LaPlana","IslaNatividad","Reserve","Mexico",15.9,17,17,27.84544,-115.17174,13,7,0,2,4,8,1,3,9,3,0,0,2,0,0,3,2,6,2,NA,0,0,0010-07-28
"AlbertoZuniga","7/28/10",7,28,2010,"10:26","10:32",17,"LaPlana","IslaNatividad","Reserve","Mexico",5.8,7,7,27.85016,-115.17029,13,7,0,2,8,4,1,2,12,1,0,1,2,2,0,2,5,3,0,NA,0,0,0010-07-28
"ArturoHernandez","7/28/10",7,28,2010,"9:25","9:31",18,"LaPlana","IslaNatividad","Reserve","Mexico",5.1,5,5.1,27.85179,-115.16311,13,5,3,3,6,3,0,3,12,0,0,3,0,0,0,1,7,1,0,NA,0,3,0010-07-28
"ArturoHernandez","7/28/10",7,28,2010,"10:26","10:34",19,"LaPlana","IslaNatividad","Reserve","Mexico",5,3.5,5,27.8505,-115.16653,13,5,1,3,3,8,0,1,14,0,0,1,3,0,0,0,7,2,0,NA,1,1,0010-07-28
"JuanHernandez","7/28/10",7,28,2010,"9:06","9:16",20,"LaPlana","IslaNatividad","Reserve","Mexico",5.5,4,5.5,27.50989,-115.09886,13,6,3,3,1,23,0,3,26,1,0,2,0,5,0,5,13,2,0,NA,0,3,0010-07-28
"JuanHernandez","7/28/10",7,28,2010,"10:18","10:30",21,"LaPlana","IslaNatividad","Reserve","Mexico",5.01,5.07,5.07,27.85,-115.1672,13,6,1,0,3,26,0,1,29,0,0,1,0,0,0,8,8,4,1,NA,0,8,0010-07-28
"AlonsoGrosso","7/28/10",7,28,2010,"9:10","9:22",22,"LaPlana","IslaNatividad","Reserve","Mexico",6,3.2,6,27.50989,-115.09886,13,6,0,20,1,9,0,5,18,7,0,2,0,1,0,1,9,13,0,NA,0,4,0010-07-28
"AlonsoGrosso","7/28/10",7,28,2010,"10:16","10:25",23,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,6.6,6.6,27.85,-115.1672,13,6,6,1,4,18,1,0,30,0,0,7,0,1,0,9,5,3,2,NA,0,3,0010-07-28
"SergioMendoza","7/28/10",7,28,2010,"9:18","9:26",24,"LaPlana","IslaNatividad","Reserve","Mexico",5.1,4.8,5.1,27.85179,-115.16311,14,6,2,15,8,5,0,1,29,0,0,6,0,2,0,1,12,9,0,NA,0,0,0010-07-28
"SergioMendoza","7/28/10",7,28,2010,"10:24","10:32",25,"LaPlana","IslaNatividad","Reserve","Mexico",5.1,3.6,5.1,27.8505,-115.16653,14,6,0,11,6,13,0,1,22,7,0,5,0,3,0,5,5,3,0,NA,5,4,0010-07-28
"AbrahamMayoral","8/2/10",8,2,2010,"10:02","10:07",1,"PuntaPrieta","IslaNatividad","Reserve","Mexico",19.3,20,20,27.89207,-115.18601,13,5,1,11,0,3,0,6,9,0,0,1,0,12,0,0,0,2,0,NA,0,0,0010-08-02
"AbrahamMayoral","8/2/10",8,2,2010,"11:56","12:00",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",17.5,16.6,17.5,27.8911,-115.18862,13,8,2,5,0,8,0,1,12,2,0,1,0,9,0,0,1,4,0,NA,0,0,0010-08-02
"AbrahamMayoral","8/2/10",8,2,2010,"13:14","13:20",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8.9,7.7,8.9,27.88567,-115.18986,17,7,0,4,1,10,0,0,12,3,0,0,2,2,0,7,0,4,0,NA,0,0,0010-08-02
"AlonsoRamirez","8/2/10",8,2,2010,"10:07","10:13",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",20,20.7,20.7,27.89207,-115.18601,13,5,0,9,1,5,0,0,12,3,0,0,0,3,0,0,2,10,0,NA,0,0,0010-08-02
"AlonsoRamirez","8/2/10",8,2,2010,"11:54","12:00",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",16.5,17.8,17.8,27.8911,-115.18862,13,8,1,7,0,7,0,1,14,0,0,1,0,0,0,0,6,8,0,NA,0,0,0010-08-02
"AlonsoRamirez","8/2/10",8,2,2010,"13:10","13:16",6,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8.3,8.9,8.9,27.88567,-115.18986,17,7,0,1,0,14,0,0,8,7,0,0,0,0,0,1,10,3,0,NA,1,0,0010-08-02
"AlbertoZuniga","8/2/10",8,2,2010,"10:05","10:11",7,"PuntaPrieta","IslaNatividad","Reserve","Mexico",16.2,18.6,18.6,27.89146,-115.186,14,7,1,0,6,7,1,2,10,3,0,1,5,0,0,2,1,6,0,NA,0,0,0010-08-02
"AlbertoZuniga","8/2/10",8,2,2010,"11:55","11:59",8,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14.8,15,15,27.89014,-115.18919,14,7,0,5,4,4,2,6,9,0,0,0,3,0,0,0,3,8,1,NA,0,0,0010-08-02
"AlbertoZuniga","8/2/10",8,2,2010,"13:10","13:14",9,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8.6,7.8,8.6,27.88641,-115.18996,14,7,3,1,2,9,0,4,11,0,0,3,5,0,0,5,0,2,0,NA,0,0,0010-08-02
"ArturoHernandez","8/2/10",8,2,2010,"9:27","9:35",10,"PuntaPrieta","IslaNatividad","Reserve","Mexico",18.3,17.1,18.3,27.89146,-115.186,14,7,0,1,8,6,0,0,14,1,0,0,1,2,0,1,5,6,0,NA,0,0,0010-08-02
"ArturoHernandez","8/2/10",8,2,2010,"10:35","10:40",11,"PuntaPrieta","IslaNatividad","Reserve","Mexico",15.7,14.9,15.7,27.89014,-115.18919,14,7,0,3,6,6,0,0,15,0,0,0,1,2,0,0,6,4,2,NA,0,0,0010-08-02
"ArturoHernandez","8/2/10",8,2,2010,"12:27","12:35",12,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8,8.2,8.2,27.88641,-115.18996,14,7,0,0,4,11,0,0,15,0,0,0,1,2,0,3,1,1,1,NA,2,4,0010-08-02
"JuanHernandez","8/2/10",8,2,2010,"9:58","10:05",13,"PuntaPrieta","IslaNatividad","Reserve","Mexico",20,19,20,27.89216,-115.18748,14,4,0,4,0,26,0,0,30,0,0,0,5,4,0,0,3,17,1,NA,0,0,0010-08-02
"JuanHernandez","8/2/10",8,2,2010,"11:07","11:13",14,"PuntaPrieta","IslaNatividad","Reserve","Mexico",15,15.5,15.5,27.89142,-115.19038,14,4,0,0,0,30,0,0,30,0,0,0,8,3,0,0,8,11,0,NA,0,0,0010-08-02
"AlonsoGrosso","8/2/10",8,2,2010,"10:01","10:08",15,"PuntaPrieta","IslaNatividad","Reserve","Mexico",20.4,20,20.4,27.89216,-115.18748,14,3,0,5,2,23,0,1,29,0,0,0,2,3,0,0,4,21,0,NA,0,0,0010-08-02
"AlonsoGrosso","8/2/10",8,2,2010,"11:11","11:18",16,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,16.8,16.8,27.89142,-115.19038,14,3,0,1,1,28,0,0,28,2,0,0,2,6,0,3,0,16,3,NA,0,0,0010-08-02
"LeonardoVazquez","8/2/10",8,2,2010,"10:10","10:15",17,"PuntaPrieta","IslaNatividad","Reserve","Mexico",20,19,20,27.89216,-115.18855,14,8,0,13,2,15,0,10,20,0,0,3,1,4,0,2,2,17,1,NA,0,0,0010-08-02
"LeonardoVazquez","8/2/10",8,2,2010,"11:28","11:34",18,"PuntaPrieta","IslaNatividad","Reserve","Mexico",12.6,15,12.6,27.89163,-115.19119,14,8,0,6,2,22,0,5,25,0,0,2,3,0,0,1,4,18,2,NA,0,0,0010-08-02
"SergioMendoza","8/2/10",8,2,2010,"10:10","10:15",19,"PuntaPrieta","IslaNatividad","Reserve","Mexico",20.2,19.6,20.2,27.89216,-115.18855,14,8,0,4,6,20,0,0,30,0,0,1,1,4,0,1,2,21,0,NA,0,0,0010-08-02
"SergioMendoza","8/2/10",8,2,2010,"11:28","11:34",20,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14.3,14.9,14.9,27.89163,-115.19119,14,8,0,7,3,19,1,0,30,0,0,5,1,0,0,1,4,15,4,NA,0,0,0010-08-02
"ArturoHernandez","8/3/10",8,3,2010,"9:23","9:29",21,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.1,7.1,9.1,27.88735,-115.19172,16,8,2,3,6,4,NA,2,12,1,NA,2,NA,1,NA,1,NA,5,1,NA,4,1,0010-08-03
"ArturoHernandez","8/3/10",8,3,2010,"10:10","10:15",22,"PuntaPrieta","IslaNatividad","Reserve","Mexico",6.2,5.4,6.2,27.88735,-115.19172,16,8,1,1,6,7,NA,1,14,NA,NA,1,1,2,NA,1,2,1,NA,NA,2,5,0010-08-03
