codigo,Oservador,Fecha,Tiempo inicial (Ti),Tiempo final,Duracion,Parche,Talla,Tiempo parche (Tp),Tp-Ti,Tipo comunidad,Temporada,Comentarios,Sitio,Sitio extenso,Direccion,Latitude (N),Longitud (W),Temp. (F),Tem. (C) ,Visibilidad,Especie,Prof. Inicio ft,Prof. Inicio m,Prof. Fin ft,Prof. Fin m,Prof. Max ft,Prof. Max m,Prof. Prom ft,Prof. Prom m,talla_correcta,"talla correcta, rounded (cm)",weight (g),fecundity (million eggs),fecundity Million eggs) corrected,Tiempo Tp-Ti (AH),,,No. replica,No. transecto,,Zona
IMPUTE-151011-ER-2-2-MAZ,Ernesto Romero,10/15/11,13:01,13:28,0:27,1,10,13:06,0:05,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",30,24.66152,-112.18146,n/d,n/d,7,Azul,47.5,14.4,37.6,11.4,47.5,14.4,42.6,12.9,8.71,9,74.04,-0.42,0,6,1,2,2,2,1,1
IMPUTE-151011-ER-2-2-MAZ,Ernesto Romero,10/15/11,13:01,13:28,0:27,2,16,13:26,0:25,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",30,24.66152,-112.18146,n/d,n/d,7,Azul,47.5,14.4,37.6,11.4,47.5,14.4,42.6,12.9,13.2,13,298.99,0.17,0.17,26,1,2,2,2,1,1
IMPUTE-151011-ER-2-2-MAZ,Ernesto Romero,10/15/11,13:01,13:28,0:27,2,19,13:26,0:25,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",30,24.66152,-112.18146,n/d,n/d,7,Azul,47.5,14.4,37.6,11.4,47.5,14.4,42.6,12.9,15.45,15,506.66,0.71,0.71,26,1,2,2,2,1,1
IMPUTE-151011-ER-3-3-MAZ,Erasmo Rochin,10/15/11,12:24,12:51,0:27,1,24,12:34,0:10,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",60,24.6638,-112.18131,n/d,n/d,5,Azul,46,13.9,48,14.5,48,14.5,47,14.2,19.19,19,1049.82,2.12,2.12,10,1,1,3,3,1,1
IMPUTE-151011-ER-3-3-MAZ,Erasmo Rochin,10/15/11,12:24,12:51,0:27,2,22,12:38,0:14,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",60,24.6638,-112.18131,n/d,n/d,5,Azul,46,13.9,48,14.5,48,14.5,47,14.2,17.69,18,799.2,1.47,1.47,14,1,1,3,3,1,1
,Ernesto Romero,10/15/11,0:01,0:28,0:27,1,10,0:06,0:05,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",30,24.66152,-112.18146,n/d,n/d,7,Azul,47.52,14.4,37.62,11.4,47.52,14.4,42.57,12.9,,,,,,,,,,,,
,Ernesto Romero,10/15/11,0:01,0:28,0:27,2,16,0:26,0:25,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",30,24.66152,-112.18146,n/d,n/d,7,Azul,47.52,14.4,37.62,11.4,47.52,14.4,42.57,12.9,,,,,,,,,,,,
,Ernesto Romero,10/15/11,0:01,0:28,0:27,2,19,0:26,0:25,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",30,24.66152,-112.18146,n/d,n/d,7,Azul,47.52,14.4,37.62,11.4,47.52,14.4,42.57,12.9,,,,,,,,,,,,
IMPUSO-161011-ER-3-3-MAZ,Ernesto Romero,10/16/11,0:01,0:28,0:27,0,0,,,E,2,No se observo abulon,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",300,24.6593,-112.17776,n/d,n/d,9,Azul,39.3,11.9,38,11.5,39.3,11.9,38.6,11.7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,n/d,0,1,3,3,1,1
IMPUSO-161011-RR-4-4-MAZ,Roger Romero,10/16/11,10:16,10:44,0:28,1,12,10:29,0:13,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",80,24.65885,-112.17542,n/d,n/d,7,Azul,29.4,8.9,13.2,4,29.4,8.9,21.3,6.5,10.21,10,126.08,-0.28,0,13,1,2,4,4,1,1
IMPUSO-161011-RR-4-4-MAZ,Roger Romero,10/16/11,10:16,10:44,0:28,2,15,10:32,0:16,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",80,24.65885,-112.17542,n/d,n/d,7,Azul,29.4,8.9,13.2,4,29.4,8.9,21.3,6.5,12.45,12,245.78,0.03,0.03,16,1,2,4,4,1,1
IMPUSO-161011-RR-4-4-MAZ,Roger Romero,10/16/11,10:16,10:44,0:28,3,18,10:41,0:25,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",80,24.65885,-112.17542,n/d,n/d,7,Azul,29.4,8.9,13.2,4,29.4,8.9,21.3,6.5,14.7,15,428.83,0.5,0.5,25,1,2,4,4,1,1
IMPUSO-161011-ER-1-1-MAZ,Ernesto Romero,10/16/11,0:01,0:31,0:30,1,20,0:14,0:13,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",330,24.65899,-112.17572,n/d,n/d,9,Azul,24.1,7.3,36.3,11,36.3,11,30.2,9.2,16.19,16,593.91,0.93,0.93,14,1,1,1,1,1,1
IMPUSO-161011-ER-1-1-MAZ,Ernesto Romero,10/16/11,0:01,0:31,0:30,2,19,0:18,0:17,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",330,24.65899,-112.17572,n/d,n/d,9,Azul,24.1,7.3,36.3,11,36.3,11,30.2,9.2,15.45,15,506.66,0.71,0.71,18,1,1,1,1,1,1
IMPUSO-161011-ER-1-1-MAZ,Ernesto Romero,10/16/11,0:01,0:31,0:30,3,10,0:22,0:21,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",330,24.65899,-112.17572,n/d,n/d,9,Azul,24.1,7.3,36.3,11,36.3,11,30.2,9.2,8.71,9,74.04,-0.42,0,22,1,1,1,1,1,1
IMPUSO-161011-ER-1-1-MAZ,Ernesto Romero,10/16/11,0:01,0:31,0:30,3,18,0:22,0:21,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",330,24.65899,-112.17572,n/d,n/d,9,Azul,24.1,7.3,36.3,11,36.3,11,30.2,9.2,14.7,15,428.83,0.5,0.5,22,1,1,1,1,1,1
IMPUSO-161011-ER-1-1-MAZ,Ernesto Romero,10/16/11,0:01,0:31,0:30,4,18,0:29,0:28,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",330,24.65899,-112.17572,n/d,n/d,9,Azul,24.1,7.3,36.3,11,36.3,11,30.2,9.2,14.7,15,428.83,0.5,0.5,24,1,1,1,1,1,1
IMPUSO-161011-ER-1-1-MAZ,Ernesto Romero,10/16/11,0:01,0:31,0:30,5,17,0:30,0:29,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",330,24.65899,-112.17572,n/d,n/d,9,Azul,24.1,7.3,36.3,11,36.3,11,30.2,9.2,13.95,14,359.81,0.33,0.33,30,1,1,1,1,1,1
IMPUSO-161011-RR-2-2-MAZ,Roger Romero,10/16/11,9:04,9:32,0:28,1,17,9:13,0:09,EP,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",120,24.65892,-112.17791,n/d,n/d,6,Azul,37,11.2,30,9.1,37,11.2,33.5,10.2,13.95,14,359.81,0.33,0.33,9,1,1,2,2,1,1
IMPUSO-161011-RR-2-2-MAZ,Roger Romero,10/16/11,9:04,9:32,0:28,2,24,9:18,0:14,EP,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",120,24.65892,-112.17791,n/d,n/d,6,Azul,37,11.2,30,9.1,37,11.2,33.5,10.2,19.19,19,1049.82,2.12,2.12,14,1,1,2,2,1,1
IMPUSO-161011-RR-2-2-MAZ,Roger Romero,10/16/11,9:04,9:32,0:28,3,10,9:24,0:20,EP,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",120,24.65892,-112.17791,n/d,n/d,6,Azul,37,11.2,30,9.1,37,11.2,33.5,10.2,8.71,9,74.04,-0.42,0,20,1,1,2,2,1,1
IMPUSO-161011-RR-2-2-MAZ,Roger Romero,10/16/11,9:04,9:32,0:28,3,20,9:24,0:20,EP,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",120,24.65892,-112.17791,n/d,n/d,6,Azul,37,11.2,30,9.1,37,11.2,33.5,10.2,16.19,16,593.91,0.93,0.93,20,1,1,2,2,1,1
IMPUSO-161011-RR-2-2-MAZ,Roger Romero,10/16/11,9:04,9:32,0:28,4,12,9:26,0:22,EP,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",120,24.65892,-112.17791,n/d,n/d,6,Azul,37,11.2,30,9.1,37,11.2,33.5,10.2,10.21,10,126.08,-0.28,0,22,1,1,2,2,1,1
IMPUSO-171011-ER-5-5-MAZ,Erasmo Rochin,10/17/11,13:10,13:44,0:34,1,18,13:15,0:05,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",90,24.65823,-112.17747,n/d,n/d,8,Azul,25,7.6,21,6.4,25,7.6,23,7,14.7,15,428.83,0.5,0.5,5,1,2,5,5,1,1
IMPUSO-171011-ER-5-5-MAZ,Erasmo Rochin,10/17/11,13:10,13:44,0:34,2,16,13:19,0:09,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",90,24.65823,-112.17747,n/d,n/d,8,Azul,25,7.6,21,6.4,25,7.6,23,7,13.2,13,298.99,0.17,0.17,9,1,2,5,5,1,1
IMPUSO-171011-ER-5-5-MAZ,Erasmo Rochin,10/17/11,13:10,13:44,0:34,3,17,13:27,0:17,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",90,24.65823,-112.17747,n/d,n/d,8,Azul,25,7.6,21,6.4,25,7.6,23,7,13.95,14,359.81,0.33,0.33,15,1,2,5,5,1,1
IMPUSO-171011-ER-5-5-MAZ,Erasmo Rochin,10/17/11,13:10,13:44,0:34,4,16,13:29,0:19,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",90,24.65823,-112.17747,n/d,n/d,8,Azul,25,7.6,21,6.4,25,7.6,23,7,13.2,13,298.99,0.17,0.17,17,1,2,5,5,1,1
IMPUSO-171011-ER-5-5-MAZ,Erasmo Rochin,10/17/11,13:10,13:44,0:34,5,14,13:36,0:26,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",90,24.65823,-112.17747,n/d,n/d,8,Azul,25,7.6,21,6.4,25,7.6,23,7,11.71,12,199.6,-0.09,0,24,1,2,5,5,1,1
IMPUSO-171011-ER-5-5-MAZ,Erasmo Rochin,10/17/11,13:10,13:44,0:34,6,19,13:38,0:28,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",90,24.65823,-112.17747,n/d,n/d,8,Azul,25,7.6,21,6.4,25,7.6,23,7,15.45,15,506.66,0.71,0.71,26,1,2,5,5,1,1
IMPUSO-171011-ER-5-5-MAZ,Erasmo Rochin,10/17/11,13:10,13:44,0:34,7,13,13:42,0:32,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",90,24.65823,-112.17747,n/d,n/d,8,Azul,25,7.6,21,6.4,25,7.6,23,7,10.96,11,159.89,-0.19,0,30,1,2,5,5,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,1,11,0:06,0:05,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,9.46,9,97.64,-0.36,0,6,1,2,6,6,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,2,8,0:10,0:09,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,7.22,7,39.32,-0.51,0,10,1,2,6,6,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,2,17,0:10,0:09,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,13.95,14,359.81,0.33,0.33,10,1,2,6,6,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,3,16,0:23,0:22,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,13.2,13,298.99,0.17,0.17,23,1,2,6,6,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,4,18,0:24,0:23,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,14.7,15,428.83,0.5,0.5,24,1,2,6,6,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,5,18,0:31,0:30,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,14.7,15,428.83,0.5,0.5,31,1,2,6,6,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,6,17,0:38,0:37,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,13.95,14,359.81,0.33,0.33,38,1,2,6,6,1,1
IMPUSO-171011-ER-6-6-MAZ,Ernesto Romero,10/17/11,0:01,0:44,0:43,6,19,0:38,0:37,E,2,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",30,24.65893,-112.17547,n/d,n/d,7,Azul,22.4,6.8,40.6,12.3,40.6,12.3,31.5,9.6,15.45,15,506.66,0.71,0.71,38,1,2,6,6,1,1
IMPUTE-171011-RR-6-6-MAZ,Roger Romero,10/17/11,9:13,9:42,0:29,1,20,9:19,0:06,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",90,24.65911,-112.18106,n/d,n/d,7,Azul,49.5,15,38.6,11.7,49.5,15,44.1,13.4,16.19,16,593.91,0.93,0.93,6,1,1,6,6,1,1
IMPUTE-171011-RR-6-6-MAZ,Roger Romero,10/17/11,9:13,9:42,0:29,2,22,9:23,0:10,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",90,24.65911,-112.18106,n/d,n/d,7,Azul,49.5,15,38.6,11.7,49.5,15,44.1,13.4,17.69,18,799.2,1.47,1.47,10,1,1,6,6,1,1
IMPUTE-171011-RR-6-6-MAZ,Roger Romero,10/17/11,9:13,9:42,0:29,2,22,9:23,0:10,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",90,24.65911,-112.18106,n/d,n/d,7,Azul,49.5,15,38.6,11.7,49.5,15,44.1,13.4,17.69,18,799.2,1.47,1.47,10,1,1,6,6,1,1
IMPUTE-171011-ER-5-5-MAZ,Ernesto Romero,10/17/11,0:01,0:30,0:29,1,19,0:25,0:24,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",330,24.65949,-112.18053,n/d,n/d,7,Azul,44.2,13.4,41.6,12.6,44.2,13.4,42.9,13,14.7,15,428.83,0.5,0.5,25,1,1,5,5,1,1
IMPUTE-171011-ER-5-5-MAZ,Ernesto Romero,10/17/11,0:01,0:30,0:29,2,16,0:28,0:27,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",330,24.65949,-112.18053,n/d,n/d,7,Azul,44.2,13.4,41.6,12.6,44.2,13.4,42.9,13,13.2,13,298.99,0.17,0.17,28,1,1,5,5,1,1
,Ernesto Romero,10/18/11,0:01,0:22,0:21,0,0,,,E,2,No se observo abulon,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",60,24.53346,-112.10561,n/d,n/d,10,Azul,,10.5,,10.5,,,,,,,,,,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,14,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,11.71,12,199.6,-0.09,0,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,15,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,12.45,12,245.78,0.03,0.03,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,16,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,13.2,13,298.99,0.17,0.17,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,20,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,16.19,16,593.91,0.93,0.93,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,20,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,16.19,16,593.91,0.93,0.93,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,20,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,16.19,16,593.91,0.93,0.93,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,22,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,17.69,18,799.2,1.47,1.47,,,,,,,
,Roger Romero,10/18/11,8:48,9:15,0:27,1,22,8:54,0:06,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55612,-112.10513,n/d,n/d,8,Azul,71.9,21.8,80.5,24.4,80.5,24.4,76.2,23.1,17.69,18,799.2,1.47,1.47,,,,,,,
,Ernesto Romero,10/18/11,0:01,0:24,0:23,1,19,0:03,0:02,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",60,24.55635,-112.10541,n/d,n/d,11,Azul,71.9,21.8,71,21.5,71.9,21.8,71.4,21.7,15.45,15,506.66,0.71,0.71,,,,,,,
,Ernesto Romero,10/18/11,0:01,0:24,0:23,2,20,0:14,0:13,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",60,24.55635,-112.10541,n/d,n/d,11,Azul,71.9,21.8,71,21.5,71.9,21.8,71.4,21.7,16.19,16,593.91,0.93,0.93,,,,,,,
,Ernesto Romero,10/18/11,0:01,0:24,0:23,3,13,0:22,0:21,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",60,24.55635,-112.10541,n/d,n/d,11,Azul,71.9,21.8,71,21.5,71.9,21.8,71.4,21.7,10.96,11,159.89,-0.19,0,,,,,,,
,Ernesto Romero,10/18/11,0:01,0:24,0:23,4,19,0:23,0:22,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",60,24.55635,-112.10541,n/d,n/d,11,Azul,71.9,21.8,71,21.5,71.9,21.8,71.4,21.7,15.45,15,506.66,0.71,0.71,,,,,,,
,Ernesto Romero,10/18/11,0:01,0:24,0:23,4,20,0:23,0:22,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",60,24.55635,-112.10541,n/d,n/d,11,Azul,71.9,21.8,71,21.5,71.9,21.8,71.4,21.7,16.19,16,593.91,0.93,0.93,,,,,,,
,Ernesto Romero,10/18/11,0:01,0:24,0:23,4,21,0:23,0:22,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",60,24.55635,-112.10541,n/d,n/d,11,Azul,71.9,21.8,71,21.5,71.9,21.8,71.4,21.7,16.94,17,691.21,1.19,1.19,,,,,,,
,Erasmo Rochin,10/18/11,12:42,13:08,0:26,1,18,12:45,0:03,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",210,24.57345,-112.10565,n/d,n/d,6,Azul,33,10,42,12.7,42,12.7,37.5,11.4,14.7,15,428.83,0.5,0.5
,Erasmo Rochin,10/18/11,12:42,13:08,0:26,1,19,12:45,0:03,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",210,24.57345,-112.10565,n/d,n/d,6,Azul,33,10,42,12.7,42,12.7,37.5,11.4,15.45,15,506.66,0.71,0.71
,Erasmo Rochin,10/18/11,12:42,13:08,0:26,2,18,12:48,0:06,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",210,24.57345,-112.10565,n/d,n/d,6,Azul,33,10,42,12.7,42,12.7,37.5,11.4,14.7,15,428.83,0.5,0.5
,Erasmo Rochin,10/18/11,12:42,13:08,0:26,3,17,12:57,0:15,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",210,24.57345,-112.10565,n/d,n/d,6,Azul,33,10,42,12.7,42,12.7,37.5,11.4,13.95,14,359.81,0.33,0.33
,Erasmo Rochin,10/18/11,12:42,13:08,0:26,4,8,13:02,0:20,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",210,24.57345,-112.10565,n/d,n/d,6,Azul,33,10,42,12.7,42,12.7,37.5,11.4,7.22,7,39.32,-0.51,0
,Erasmo Rochin,10/18/11,12:42,13:08,0:26,5,17,13:07,0:25,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",210,24.57345,-112.10565,n/d,n/d,6,Azul,33,10,42,12.7,42,12.7,37.5,11.4,13.95,14,359.81,0.33,0.33
,Erasmo Rochin,10/18/11,12:42,13:08,0:26,5,19,13:07,0:25,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",210,24.57345,-112.10565,n/d,n/d,6,Azul,33,10,42,12.7,42,12.7,37.5,11.4,15.45,15,506.66,0.71,0.71
