codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,I,G,P,Total sustrato,Total relieve,Total Cobertura,direcci—n
INLABA-010808-MR-1-15-PCU,Mario Rojo,8/1/08,2008,10:12,10:14,0:02,2,1,15,15,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.95,11.5,33,10,37.95,11.5,,,27.8955,-115.20536,59,15,8,1,1,8,5,0,0,15,0,0,1,4,0,0,1,3,2,2,2,0,15,15,15,120
INLABA-010808-MR-1-16-PCU,Mario Rojo,8/1/08,2008,10:36,10:39,0:03,2,1,16,16,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,30.36,9.2,32.67,9.9,32.67,9.9,,,27.89524,-115.20557,59,15,8,0,0,1,14,0,0,5,10,0,0,2,0,0,3,5,0,0,5,0,15,15,15,100
INLABA-010808-MR-1-17-PCU,Mario Rojo,8/1/08,2008,11:43,11:46,0:03,2,1,17,17,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,25.08,7.6,24.75,7.5,25.08,7.6,,,27.89462,-115.20503,64.4,18,8,1,0,5,9,0,0,14,1,0,1,3,0,0,1,1,3,1,5,0,15,15,15,150
INLABA-010808-MR-1-18-PCU,Mario Rojo,8/1/08,2008,12:16,12:19,0:03,2,1,18,18,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,19.47,5.9,21.78,6.6,21.78,6.6,,,27.89475,-115.20552,64.4,18,7,1,0,1,13,0,0,14,1,0,1,2,0,0,1,6,0,0,5,0,15,15,15,120
INLABA-010808-SM-1-19-PCU,Sergio Mendoza,8/1/08,2008,10:00,10:10,0:10,2,1,19,19,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,46.2,14,50.16,15.2,50.16,15.2,,,27.89659,-115.20441,66.2,19,15,0,2,0,13,0,0,15,0,0,1,1,0,0,2,4,7,0,0,0,15,15,15,300
INLABA-010808-SM-2-20-PCU,Sergio Mendoza,8/1/08,2008,11:34,11:40,0:06,2,2,20,20,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,25.74,7.8,24.09,7.3,25.74,7.8,,,27.89467,-115.20572,68,20,4,2,2,2,9,0,1,10,4,0,1,0,0,0,5,4,4,0,1,0,15,15,15,300
INLADU-260708-AM-1-1-PCU,Abraham Mayoral,7/26/08,2008,9:49,9:54,0:05,2,1,1,1,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,54.45,16.5,47.19,14.3,54.45,16.5,,,27.84554,-115.14504,66.2,19,6,0,1,2,12,0,0,7,8,0,0,0,1,0,1,5,6,2,0,0,15,15,15,210
INLADU-260708-AM-2-2-PCU,Abraham Mayoral,7/26/08,2008,11:27,11:32,0:05,2,2,2,2,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,46.2,14,41.91,12.7,46.2,14,,,27.84444,-115.14431,57.2,14,5,0,2,0,13,0,0,8,7,0,0,0,0,0,0,3,9,3,0,0,15,15,15,210
INLADU-280708-AM-1-13-PCU,Abraham Mayoral,7/28/08,2008,10:16,10:22,0:06,2,1,13,13,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,21.45,6.5,28.05,8.5,28.05,8.5,,,27.84233,-115.142,66.2,19,6,0,0,0,15,0,0,4,11,0,0,0,0,0,0,4,0,4,1,6,15,15,15,210
INLADU-260708-AZ-1-7-PCU,Alberto Zu–iga,7/26/08,2008,9:49,9:54,0:05,2,1,7,7,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,39.27,11.9,39.6,12,39.6,12,,,27.84505,-115.14264,57.2,14,9,0,3,4,7,1,7,8,0,0,0,4,0,0,0,2,8,1,0,0,15,15,15,210
INLADU-260708-AZ-2-8-PCU,Alberto Zu–iga,7/26/08,2008,11:30,11:37,0:07,2,2,8,8,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,42.24,12.8,40.92,12.4,42.24,12.8,,,27.84448,-115.14497,59,15,6,0,2,3,10,0,6,9,0,0,1,1,0,0,0,4,8,1,0,0,15,15,15,210
INLADU-260708-AR-1-3-PCU,Alonso Ramirez,7/26/08,2008,9:40,9:45,0:05,2,1,3,3,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,55.44,16.8,52.8,16,55.44,16.8,,,27.84554,-115.14504,68,20,6,0,9,0,6,0,12,3,0,0,0,0,0,0,0,3,12,0,0,0,15,15,15,30
INLADU-260708-AR-2-4-PCU,Alonso Ramirez,7/26/08,2008,11:22,11:28,0:06,2,2,4,4,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,47.52,14.4,51.48,15.6,51.48,15.6,,,27.84444,-115.14431,57.2,14,4.6,0,2,3,10,0,5,10,0,0,0,0,0,0,0,6,9,0,0,0,15,15,15,30
INLADU-280708-AR-1-14-PCU,Alonso Ramirez,7/28/08,2008,10:04,10:11,0:07,2,1,14,14,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,21.78,6.6,20.13,6.1,21.78,6.6,,,27.84233,-115.142,66.2,19,6,0,0,0,15,0,0,14,1,0,0,0,0,0,0,3,2,0,0,10,15,15,15,30
INLADU-260708-AH-1-5-PCU,Arturo Hernandez,7/26/08,2008,10:05,10:09,0:04,2,1,5,5,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,44.22,13.4,46.2,14,46.2,14,,,27.84715,-115.14619,66,18.9,9,0,1,3,11,0,0,10,5,0,0,1,1,0,0,2,9,2,0,0,15,15,15,210
INLADU-260708-AH-2-6-PCU,Arturo Hernandez,7/26/08,2008,11:40,11:44,0:04,2,2,6,6,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,49.17,14.9,49.5,15,49.5,15,,,27.84523,-115.14321,66,18.9,8,0,4,2,8,0,1,12,1,0,0,0,0,0,1,8,0,5,0,0,14,14,14,210
INLADU-280708-AH-1-15-PCU,Arturo Hernandez,7/28/08,2008,10:27,10:31,0:04,2,1,15,15,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,16.5,5,16.17,4.9,16.5,5,,,27.84348,-115.14207,57.2,14,6,0,1,0,14,0,0,13,2,0,0,0,0,0,0,4,2,1,2,6,15,15,15,240
INLADU-260708-JC-1-9-PCU,Jhonatan Castro,7/26/08,2008,9:39,9:43,0:04,2,1,9,9,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,42.57,12.9,41.91,12.7,42.57,12.9,,,27.84505,-115.14264,55.4,13,10,0,3,0,12,0,4,11,0,0,0,0,0,0,0,6,6,3,0,0,15,15,15,30
INLADU-260708-JC-2-10-PCU,Jhonatan Castro,7/26/08,2008,11:22,11:26,0:04,2,2,10,10,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,40.59,12.3,51.81,15.7,51.81,15.7,,,27.84448,-115.14497,57.2,14,6,0,1,2,12,0,2,13,0,0,0,0,3,0,0,4,6,2,0,0,15,15,15,30
INLADU-260708-MR-1-11-PCU,Mario Rojo,7/26/08,2008,10:05,10:09,0:04,2,1,11,11,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,49.5,15,51.15,15.5,51.15,15.5,,,27.84715,-115.14619,53.6,12,6,0,0,1,14,0,0,15,0,0,0,2,3,0,0,3,5,2,0,0,15,15,15,210
INLADU-260708-MR-2-12-PCU,Mario Rojo,7/26/08,2008,11:39,11:43,0:04,2,1,12,12,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,48.51,14.7,47.52,14.4,48.51,14.7,,,27.84523,-115.14321,57.2,14,6,1,1,1,12,0,0,15,0,0,1,3,1,0,0,3,4,3,0,0,15,15,15,30
INLADU-280708-JC-1-16-PCU,Mario Rojo,7/28/08,2008,10:16,10:22,0:06,2,1,16,16,La Dulce,"La Dulce, Isla Natividad, Baja California Sur",2,21.12,6.4,22.44,6.8,22.44,6.8,,,27.84348,-115.14207,64.4,18,6,0,1,0,14,0,0,12,3,0,0,3,0,0,0,2,2,0,2,6,15,15,15,90
INLAGU-230708-AM-1-1-PCU,Abraham Mayoral,7/23/08,2008,9:51,9:57,0:06,2,1,1,1,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,58.41,17.7,57.75,17.5,57.75,17.5,,,27.87619,-115.16444,57.2,14,9.7,3,11,1,0,0,10,5,0,0,3,4,0,0,0,1,7,0,0,0,15,15,15,300
INLAGU-230708-AM-2-2-PCU,Abraham Mayoral,7/23/08,2008,11:36,11:46,0:10,2,2,2,2,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,34.98,10.6,30.03,9.1,34.98,10.6,,,27.87678,-115.16942,71.6,22,7,1,6,5,3,0,1,11,3,0,1,1,3,0,0,1,9,0,0,0,15,15,15,300
INLAGU-240708-AM-2-13-PCU,Abraham Mayoral,7/23/08,2008,11:42,11:48,0:06,2,2,13,13,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,15.84,4.8,13.2,4,15.84,4.8,,,27.87794,-115.17406,71.6,22,6.7,1,3,2,9,0,0,10,5,0,1,1,0,0,3,3,3,0,1,3,15,15,15,300
INLAGU-230708-AZ-1-7-PCU,Alberto Zu–iga,7/23/08,2008,10:02,10:08,0:06,2,1,7,7,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,48.18,14.6,46.86,14.2,48.18,14.6,,,27.87569,-115.16491,60.8,16,8,3,9,1,0,2,11,4,0,0,3,3,1,0,0,1,6,1,0,0,15,15,15,120
INLAGU-230708-AZ-2-8-PCU,Alberto Zu–iga,7/23/08,2008,11:41,11:46,0:05,2,2,8,8,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,41.58,12.6,42.24,12.8,42.24,12.8,,,27.87789,-115.16933,62.6,17,8,3,4,5,1,2,9,5,1,0,3,3,3,0,0,0,6,0,0,0,15,15,15,120
INLAGU-020808-AZ-1-19-PCU,Alberto Zu–iga,8/2/08,2008,11:39,11:49,0:10,2,1,19,19,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,20.13,6.1,17.82,5.4,20.13,6.1,,,27.87649,-115.17267,68,20,6,1,3,6,3,2,9,6,0,0,1,1,0,0,0,2,4,4,0,3,15,15,15,300
INLAGU-230708-AR-1-3-PCU,Alonso Ramirez,7/23/08,2008,9:44,9:50,0:06,2,1,3,3,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,57.09,17.3,57.42,17.4,57.42,17.4,,,27.87619,-115.16444,59,15,10,2,11,0,2,0,14,1,0,0,2,0,1,0,0,0,12,0,0,0,15,15,15,120
INLAGU-230708-AR-2-4-PCU,Alonso Ramirez,7/23/08,2008,11:20,11:26,0:06,2,2,4,4,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,34.65,10.5,31.02,9.4,34.65,10.5,,,27.87678,-115.16942,64.4,18,7,0,12,2,1,0,11,4,0,0,0,0,0,0,0,2,13,0,0,0,15,15,15,120
INLAGU-240708-AR-2-14-PCU,Alonso Ramirez,7/24/08,2008,11:42,11:48,0:06,2,2,14,14,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,13.86,4.2,14.52,4.4,14.52,4.4,,,27.87794,-115.17406,66.2,19,6.7,0,0,0,15,0,0,15,0,0,0,0,0,0,0,2,0,0,2,11,15,15,15,120
INLAGU-230708-AH-1-5-PCU,Arturo Hernandez,7/23/08,2008,10:16,10:26,0:10,2,1,5,5,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,52.47,15.9,54.45,16.5,54.45,16.5,,,27.87853,-115.16617,57.2,14,8,0,5,4,6,0,0,15,0,0,0,0,0,0,0,0,11,4,0,0,15,15,15,300
INLAGU-230708-AH-2-6-PCU,Arturo Hernandez,7/23/08,2008,11:49,12:00,0:11,2,2,6,6,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,34.32,10.4,33.33,10.1,34.32,10.4,,,27.87731,-115.17044,68,20,6,2,12,1,0,0,4,11,0,0,2,1,0,0,1,4,4,0,0,3,15,15,15,300
INLAGU-240708-AH-2-15-PCU,Arturo Hernandez,7/24/08,2008,11:50,11:55,0:05,2,2,15,15,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,32.34,9.8,31.35,9.5,32.34,9.8,,,27.87736,-115.17186,69.1,20.6,8,2,8,4,1,0,3,12,0,0,2,2,0,0,0,3,7,1,0,0,15,15,15,210
INLAGU-020808-AH-1-17-PCU,Arturo Hernandez,8/2/08,2008,11:51,12:03,0:12,2,1,17,17,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,21.78,6.6,22.44,6.8,22.44,6.8,,,27.87649,-115.17267,66.2,19,7,1,0,0,14,0,1,13,1,0,1,3,0,0,0,6,0,1,0,4,15,15,15,300
INLAGU-020808-AH-2-18-PCU,Arturo Hernandez,8/2/08,2008,12:12,12:22,0:10,2,2,18,18,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,18.15,5.5,19.47,5.9,19.47,5.9,,,27.87329,-115.16724,68,20,6,1,1,2,11,0,1,14,0,0,1,2,0,0,0,5,2,0,3,2,15,15,15,90
INLAGU-230708-JC-19-PCU,Jhonatan Castro,7/23/08,2008,9:46,9:54,0:08,2,1,9,9,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,47.85,14.5,48.18,14.6,48.18,14.6,,,27.87569,-115.16491,60.8,16,8,3,9,0,3,0,12,3,0,0,2,3,2,0,0,0,8,0,0,0,15,15,15,300
INLAGU-230708-JC-2-10-PCU,Jhonatan Castro,7/23/08,2008,11:33,11:39,0:06,2,2,10,10,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,41.25,12.5,39.93,12.1,41.25,12.5,,,27.87789,-115.16933,62.6,17,8,1,6,2,6,0,5,8,2,0,1,0,2,0,0,2,8,2,0,0,15,15,15,300
INLAGU-230708-MR-1-11-PCU,Mario Rojo,7/23/08,2008,10:10,10:14,0:04,2,1,11,11,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,55.11,16.7,55.44,16.8,55.44,16.8,,,27.87853,-115.16617,57.2,14,8,1,8,5,1,0,2,12,1,0,1,1,0,0,0,1,8,4,0,0,15,15,15,120
INLAGU-230708-MR-2-12-PCU,Mario Rojo,7/23/08,2008,11:46,11:51,0:05,2,2,12,12,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,32.01,9.7,33.33,10.1,33.33,10.1,,,27.87731,-115.17044,59,15,5,2,2,4,7,0,2,12,1,0,2,4,1,0,1,3,3,1,0,0,15,15,15,120
INLAGU-240708-MR-2-16-PCU,Mario Rojo,7/24/08,2008,11:50,11:55,0:05,2,2,16,16,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,32.34,9.8,26.4,8,32.34,9.8,,,27.87736,-115.17186,62.6,17,4,3,8,4,0,0,9,6,0,0,2,3,0,1,0,3,3,1,0,2,15,15,15,120
INLAGU-020808-MR-1-20-PCU,Mario Rojo,8/2/08,2008,11:36,11:39,0:03,2,1,20,20,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,21.45,6.5,17.82,5.4,21.12,6.4,,,27.87649,-115.17267,66.2,19,7,1,2,5,6,1,0,15,0,0,2,3,0,0,0,2,3,0,2,3,15,15,15,120
INLAGU-020808-MR-2-21-PCU,Mario Rojo,8/2/08,2008,12:08,12:12,0:04,2,2,21,21,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,18.15,5.5,20.46,6.2,20.46,6.2,,,27.87329,-115.16724,68,20,6,2,0,4,9,0,1,14,0,0,2,2,0,0,1,5,1,1,2,1,15,15,15,270
INLAPL-240708-AM-1-1-PCU,Abraham Mayoral,7/24/08,2008,9:58,10:03,0:05,2,1,1,1,La Plana/Las Cuevas,"La Plana/Las Cuesvas, Isla Natividad, Baja California Sur",1,40.59,12.3,36.3,11,40.59,12.3,,,27.84858,-115.16044,66.2,19,6.9,0,5,0,10,0,1,12,2,0,1,0,0,0,0,8,6,0,0,0,15,15,15,210
INLAPL-280708-AM-2-7-PCU,Abraham Mayoral,7/28/08,2008,11:40,11:46,0:06,2,2,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,26.4,8,30.69,9.3,30.69,9.3,,,27.84824,-115.17292,59,15,3.4,3,6,0,6,0,0,14,1,0,3,0,0,0,0,6,5,1,0,0,15,15,15,210
INLAPL-300708-AM-1-13-PCU,Abraham Mayoral,7/30/08,2008,9:51,9:56,0:05,2,1,13,13,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,50.82,15.4,49.5,15,50.82,15.4,,,27.84498,-115.16719,53.6,12,4.7,2,9,1,3,0,9,6,0,0,2,0,1,0,2,5,3,2,0,0,15,15,15,300
INLAPL-040808-AM-1-15-PCU,Abraham Mayoral,8/4/08,2008,9:45,9:51,0:06,2,1,15,15,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,23.43,7.1,18.48,5.6,23.43,7.1,,,27.85218,-115.16165,59,15,5,3,0,0,12,0,2,5,8,0,3,1,0,0,1,5,3,1,0,1,15,15,15,30
INLAPL-240708-AZ-1-4-PCU,Alberto Zu–iga,7/24/08,2008,10:01,10:06,0:05,2,1,4,4,La Plana/Las Cuevas,"La Plana/Las Cuesvas, Isla Natividad, Baja California Sur",1,32.01,9.7,38.94,11.8,38.94,11.8,,,27.84728,-115.16239,57.2,14,3,0,4,5,5,1,6,9,0,0,1,0,0,0,0,0,12,2,0,0,15,15,15,210
INLAPL-280708-AZ-2-10-PCU,Alberto Zu–iga,7/28/08,2008,11:43,11:49,0:06,2,2,10,10,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,33,10,28.38,8.6,33,10,,,27.84757,-115.17265,55.4,13,6,1,1,3,9,1,3,10,2,0,1,2,0,0,0,5,7,0,0,0,15,15,15,30
INLAPL-040808-AZ-1-18-PCU,Alberto Zu–iga,8/4/08,2008,9:49,9:58,0:09,2,1,18,18,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,24.09,7.3,21.45,6.5,24.09,7.3,,,27.85218,-115.16165,59,15,4,2,1,8,3,1,5,9,1,0,2,3,0,0,0,5,2,0,0,3,15,15,15,210
INLAPL-280708-AG-2-11-PCU,Alonso Grosso,7/28/08,2008,11:42,11:48,0:06,2,2,11,11,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,31.68,9.6,33.99,10.3,33.99,10.3,,,27.84757,-115.17265,55.4,13,6,0,7,8,0,0,4,11,0,0,0,0,0,0,0,9,3,3,0,0,15,15,15,210
INLAPL-240708-AR-1-2-PCU,Alonso Ramirez,7/24/08,2008,9:55,10:01,0:06,2,1,2,2,La Plana/Las Cuevas,"La Plana/Las Cuesvas, Isla Natividad, Baja California Sur",1,39.27,11.9,39.27,11.9,39.27,11.9,,,27.84858,-115.16044,57.2,14,6.9,0,3,4,8,0,3,12,0,0,0,0,0,0,0,5,10,0,0,0,15,15,15,30
INLAPL-280708-AR-2-8-PCU,Alonso Ramirez,7/28/08,2008,11:37,11:40,0:03,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,28.71,8.7,35.64,10.8,35.64,10.8,,,27.84824,-115.17292,60.8,16,3.4,3,4,0,8,0,8,7,0,0,3,0,0,0,0,6,6,0,0,0,15,15,15,30
INLAPL-300708-AR-1-14-PCU,Alonso Ramirez,7/30/08,2008,9:51,9:56,0:05,2,1,14,14,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,49.5,15,51.48,15.6,51.48,15.6,,,27.84498,-115.16719,55.4,13,4.7,0,8,0,7,0,9,6,0,0,0,0,0,0,1,1,12,1,0,0,15,15,15,120
INLAPL-240708-AH-1-3-PCU,Arturo Hernandez,7/24/08,2008,10:12,10:15,0:03,2,1,3,3,La Plana/Las Cuevas,"La Plana/Las Cuesvas, Isla Natividad, Baja California Sur",1,24.09,7.3,23.1,7,24.09,7.3,,,27.84772,-115.16208,57.2,14,8,0,0,1,14,0,0,6,9,0,0,0,0,0,0,13,0,2,0,0,15,15,15,300
INLAPL-280708-AH-2-9-PCU,Arturo Hernandez,7/28/08,2008,11:52,11:56,0:04,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,19.8,6,16.83,5.1,19.8,6,,,27.8496,-115.17093,64.4,18,7,0,2,11,2,0,0,14,1,0,0,0,0,0,0,9,6,0,0,0,15,15,15,30
INLAPL-040808-AH-1-16-PCU,Arturo Hernandez,8/4/08,2008,9:45,9:50,0:05,2,1,16,16,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,19.8,6,19.8,6,19.8,6,,,27.85247,-115.16199,57.2,14,4,3,0,0,12,0,1,14,0,0,1,1,0,0,0,7,0,0,0,6,15,15,15,210
INLAPL-040808-AH-1-17-PCU,Arturo Hernandez,8/4/08,2008,10:01,10:04,0:03,2,1,17,17,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,14.85,4.5,17.82,5.4,17.82,5.4,,,27.8527,-115.1622,59,15,4,4,1,2,8,0,3,12,0,0,3,2,0,0,0,6,2,0,0,2,15,15,25,30
INLAPL-240708-JC-1-5-PCU,Jhonatan Castro,7/24/08,2008,10:05,10:10,0:05,2,1,5,5,La Plana/Las Cuevas,"La Plana/Las Cuesvas, Isla Natividad, Baja California Sur",1,32.67,9.9,22.44,6.8,32.67,9.9,,,27.84728,-115.16239,57.2,14,2,0,2,2,10,1,0,6,6,3,1,0,0,0,0,7,5,2,0,0,15,15,15,30
INLAPL-240708-MR-1-6-PCU,Mario Rojo,7/24/08,2008,10:13,10:16,0:03,2,1,6,6,La Plana/Las Cuevas,"La Plana/Las Cuesvas, Isla Natividad, Baja California Sur",1,29.7,9,28.05,8.5,29.7,9,,,27.84772,-115.16208,53.6,12,3,0,0,1,14,0,0,11,4,0,0,3,0,0,0,5,3,1,0,3,15,15,15,210
INLAPL-280708-MR-2-12-PCU,Mario Rojo,7/28/08,2008,11:52,11:56,0:04,2,2,12,12,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,19.47,5.9,21.45,6.5,21.45,6.5,,,27.8496,-115.17093,59,15,4,0,0,6,9,0,0,15,0,0,0,2,1,0,0,5,4,2,0,0,15,15,15,210
INLAPL-040808-MR-1-19-PCU,Mario Rojo,8/4/08,2008,9:48,9:51,0:03,2,1,19,19,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,18.15,5.5,16.17,4.9,18.15,5.5,,,27.85247,-115.16199,57.2,14,4,1,1,2,11,0,0,15,0,0,1,3,0,0,0,5,2,2,0,2,15,15,15,270
INPUPR-220708-AM-1-1-PCU,Abraham Mayoral,7/22/08,2008,9:45,9:50,0:05,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,64.68,19.6,67.65,20.5,67.65,20.5,,,27.89214,-115.18705,62.6,17,5,3,4,0,8,0,5,8,2,0,3,0,4,0,0,0,7,1,0,0,15,15,15,300
INPUPR-220708-AM-2-2-PCU,Abraham Mayoral,7/22/08,2008,11:29,11:39,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,20.13,6.1,17.16,5.2,20.13,6.1,,,27.88633,-115.19364,64.4,18,2,0,3,1,11,0,0,8,7,0,0,0,0,0,4,1,4,0,6,0,15,15,15,300
INPUPR-250708-AM-1-13-PCU,Abraham Mayoral,7/25/08,2008,9:36,9:44,0:08,2,1,13,13,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,37.62,11.4,38.28,11.6,38.28,11.6,,,27.88886,-115.19302,68,20,7,7,2,0,6,0,4,11,0,0,9,0,2,0,1,2,1,0,0,0,15,15,15,300
INPUPR-020808-AM-1-17-PCU,Abraham Mayoral,8/2/08,2008,9:34,9:42,0:08,2,1,17,17,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,28.71,8.7,30.03,9.1,30.03,9.1,,,27.88805,-115.195,66.2,19,5.6,0,4,0,11,0,0,10,5,0,1,0,0,0,4,3,5,2,0,0,15,15,15,300
INPUPR-220708-AZ-1-7-PCU,Alberto Zu–iga,7/22/08,2008,10:06,10:12,0:06,2,1,7,7,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,51.81,15.7,49.5,15,51.81,15.7,,,27.89186,-115.19081,64.4,18,6,0,4,2,7,2,12,3,0,0,0,0,2,0,0,3,10,0,0,0,15,15,15,120
INPUPR-220708-AZ-2-8-PCU,Alberto Zu–iga,7/22/08,2008,11:13,11:50,0:37,2,2,8,8,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,49.5,15,50.82,15.4,50.82,15.4,,,27.8915,-115.191,64.4,18,6,0,5,4,6,0,9,5,1,0,0,3,0,0,0,1,9,1,0,0,15,15,15,120
INPUPR-020808-AZ-1-20-PCU,Alberto Zu–iga,8/2/08,2008,9:33,9:42,0:09,2,1,20,20,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,26.73,8.1,22.44,6.8,26.73,8.1,,,27.88805,-115.195,66.2,19,5.6,1,1,6,6,1,4,10,1,0,1,3,0,0,4,2,4,0,0,1,15,15,15,120
INPUPR-220708-AR-1-3-PCU,Alonso Ramirez,7/22/08,2008,9:47,9:53,0:06,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,62.7,19,56.1,17,62.7,19,,,27.89214,-115.18705,60.8,16,5,0,3,2,9,1,9,6,0,0,0,0,0,0,0,2,13,0,0,0,15,15,15,300
INPUPR-220708-AR-2-4-PCU,Alonso Ramirez,7/22/08,2008,11:17,11:22,0:05,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,20.46,6.2,19.8,6,20.46,6.2,,,27.88633,-115.19364,66.2,19,2,1,1,0,13,0,5,10,0,0,1,0,0,8,0,2,0,0,4,0,15,15,15,120
INPUPR-250708-AR-1-14-PCU,Alonso Ramirez,7/25/08,2008,9:36,9:43,0:07,2,1,14,14,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,35.64,10.8,35.64,10.8,35.64,10.8,,,27.88886,-115.19302,68,20,7,0,0,2,13,0,6,9,0,0,0,0,0,0,0,9,2,0,3,1,15,15,15,120
INPUPR-220708-AH-1-5-PCU,Arturo Hernandez,7/22/08,2008,10:05,10:10,0:05,2,1,5,5,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,62.04,18.8,61.38,18.6,62.04,18.8,,,27.89205,-115.18825,66,18.9,6,0,2,3,10,0,0,15,0,0,0,3,2,0,1,1,8,0,0,0,15,15,15,300
INPUPR-220708-AH-2-6-PCU,Arturo Hernandez,7/22/08,2008,11:57,12:08,0:11,2,2,6,6,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,10.89,3.3,11.22,3.4,11.22,3.4,,,27.86614,-115.19286,68.9,20.5,8,0,0,8,7,0,0,15,0,0,0,5,0,0,0,0,1,0,7,2,15,15,15,300
