Código,observador,fecha,año,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (°F),temperatura (°C),visibilidad (m),especie,abundancia,Distancia,Direccion,Comentarios
PUBLA-171011-RR-1-9-INV,Raul Romero,10/17/11,2011,10:27,10:32,0:05,,,,9,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17543,,,,Estrella girasol,3,
PUBLA-171011-AR-1-10-INV,Alfonso Romero,10/17/11,2011,9:06,9:12,0:06,,,,10,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,Langosta roja,28,
PUBLA-171011-AR-1-10-INV,Alfonso Romero,10/17/11,2011,9:06,9:12,0:06,,,,10,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,Erizo punta de lapiz,59,
PUBLA-171011-AR-1-10-INV,Alfonso Romero,10/17/11,2011,9:06,9:12,0:06,,,,10,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,Estrella común,1,
PUBLA-171011-AR-1-11-INV,Alfonso Romero,10/17/11,2011,10:27,10:33,0:06,,,,11,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55893,112.17547,,,,Abulon azul,1,
PUBLA-171011-AR-1-11-INV,Alfonso Romero,10/17/11,2011,10:27,10:33,0:06,,,,11,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55893,112.17547,,,,Caracol chino,3,
PUBLA-171011-AR-1-11-INV,Alfonso Romero,10/17/11,2011,10:27,10:33,0:06,,,,11,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55893,112.17547,,,,Erizo punta de lapiz,23,
PUBLA-171011-AR-1-11-INV,Alfonso Romero,10/17/11,2011,10:27,10:33,0:06,,,,11,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55893,112.17547,,,,Erizo puntas rotas,51,
PUBLA-171011-AR-1-11-INV,Alfonso Romero,10/17/11,2011,10:27,10:33,0:06,,,,11,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55893,112.17547,,,,Estrella común,20,
PUBLA-181011-CR-1-12-INV,Cipriano Romero,10/18/11,2011,9:29,9:37,0:08,,,,12,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65449,112.18053,,,,Langosta roja,250,6
PUBLA-181011-CR-1-12-INV,Cipriano Romero,10/18/11,2011,9:29,9:37,0:08,,,,12,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65449,112.18053,,,,Langosta azul,2,
PUBLA-181011-CR-1-12-INV,Cipriano Romero,10/18/11,2011,9:29,9:37,0:08,,,,12,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65449,112.18053,,,,Estrella común,2,
PUBLA-181011-CR-1-12-INV,Cipriano Romero,10/18/11,2011,9:29,9:37,0:08,,,,12,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65449,112.18053,,,,Pulpo rojo,2,
PUBLA-181011-CR-1-13-INV,Cipriano Romero,10/18/11,2011,10:45,10:54,0:09,,,,13,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65843,112.17842,,,,Abulon azul,1,
PUBLA-181011-CR-1-13-INV,Cipriano Romero,10/18/11,2011,10:45,10:54,0:09,,,,13,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65843,112.17842,,,,Erizo punta de lapiz,7,
PUBLA-181011-CR-1-13-INV,Cipriano Romero,10/18/11,2011,10:45,10:54,0:09,,,,13,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65843,112.17842,,,,Erizo espinudo,3,
PUBLA-181011-CR-1-13-INV,Cipriano Romero,10/18/11,2011,10:45,10:54,0:09,,,,13,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65843,112.17842,,,,Erizo puntas rotas,11,
PUBLA-181011-CR-1-13-INV,Cipriano Romero,10/18/11,2011,10:45,10:54,0:09,,,,13,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65843,112.17842,,,,Estrella común,8,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Abulon azul,1,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Langosta roja,6,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Langosta azul,2,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Pepino café,1,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Caracol chino,2,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Erizo punta de lapiz,19,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Erizo puntas rotas,3,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Estrella común,9,
ELPRO-111011-RR-1-1-INV,Roguer Romero,10/11/11,2011,9:24,9:31,0:07,,,,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,69.8,21,4,Pulpo rojo,2,
ELPRO-111011-RR-1-2-INV,Roguer Romero,10/11/11,2011,11:02,11:13,0:11,,,,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,69.8,21,5,Langosta roja,7,
ELPRO-111011-RR-1-2-INV,Roguer Romero,10/11/11,2011,11:02,11:13,0:11,,,,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,69.8,21,5,Langosta azul,10,
ELPRO-111011-RR-1-2-INV,Roguer Romero,10/11/11,2011,11:02,11:13,0:11,,,,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,69.8,21,5,Caracol chino,2,
ELPRO-111011-RR-1-2-INV,Roguer Romero,10/11/11,2011,11:02,11:13,0:11,,,,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,69.8,21,5,Erizo punta de lapiz,5,
ELPRO-111011-RR-1-2-INV,Roguer Romero,10/11/11,2011,11:02,11:13,0:11,,,,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,69.8,21,5,Erizo puntas rotas,500,3
ELPRO-111011-RR-1-2-INV,Roguer Romero,10/11/11,2011,11:02,11:13,0:11,,,,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,69.8,21,5,Estrella común,12,
ELPRO-111011-NV-1-3-INV,Norberto Velez,10/11/11,2011,9:22,9:37,0:15,,,,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.12348,,,,Abulon azul,1,
ELPRO-111011-NV-1-3-INV,Norberto Velez,10/11/11,2011,9:22,9:37,0:15,,,,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.12348,,,,Langosta roja,14,
ELPRO-111011-NV-1-3-INV,Norberto Velez,10/11/11,2011,9:22,9:37,0:15,,,,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.12348,,,,Langosta azul,3,
ELPRO-111011-NV-1-3-INV,Norberto Velez,10/11/11,2011,9:22,9:37,0:15,,,,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.12348,,,,Pepino café,2,
ELPRO-111011-NV-1-3-INV,Norberto Velez,10/11/11,2011,9:22,9:37,0:15,,,,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.12348,,,,Caracol chino,5,
ELPRO-111011-NV-1-3-INV,Norberto Velez,10/11/11,2011,9:22,9:37,0:15,,,,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.12348,,,,Erizo punta de lapiz,30,
ELPRO-111011-NV-1-3-INV,Norberto Velez,10/11/11,2011,9:22,9:37,0:15,,,,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.12348,,,,Estrella común,16,
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Langosta azul,1,
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Pepino café,1,
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Caracol chino,1,
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Erizo punta de lapiz,1,
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Erizo espinudo,3,
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Erizo puntas rotas,115,13
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Estrella común,3,
ELPRO-111011-NV-1-4-INV,Norberto Velez,10/11/11,2011,11:00,11:09,0:09,,,,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17284,,,,Pulpo dos puntos,1,
ELPRO-111011-AR-1-5-INV,Alfonso Romero,10/11/11,2011,8:59,9:08,0:09,,,,5,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Pepino café,1,
ELPRO-111011-AR-1-5-INV,Alfonso Romero,10/11/11,2011,8:59,9:08,0:09,,,,5,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Caracol chino,6,
ELPRO-111011-AR-1-5-INV,Alfonso Romero,10/11/11,2011,8:59,9:08,0:09,,,,5,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Erizo punta de lapiz,50,
ELPRO-111011-AR-1-5-INV,Alfonso Romero,10/11/11,2011,8:59,9:08,0:09,,,,5,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Erizo puntas rotas,11,
ELPRO-111011-AR-1-5-INV,Alfonso Romero,10/11/11,2011,8:59,9:08,0:09,,,,5,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Estrella común,14,
ELPRO-111011-AR-1-6-INV,Alfonso Romero,10/11/11,2011,10:42,10:51,0:09,,,,6,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17236,,,,Langosta roja,8,
ELPRO-111011-AR-1-6-INV,Alfonso Romero,10/11/11,2011,10:42,10:51,0:09,,,,6,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17236,,,,Langosta azul,7,
ELPRO-111011-AR-1-6-INV,Alfonso Romero,10/11/11,2011,10:42,10:51,0:09,,,,6,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17236,,,,Caracol chino,7,
ELPRO-111011-AR-1-6-INV,Alfonso Romero,10/11/11,2011,10:42,10:51,0:09,,,,6,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17236,,,,Erizo punta de lapiz,40,
ELPRO-111011-AR-1-6-INV,Alfonso Romero,10/11/11,2011,10:42,10:51,0:09,,,,6,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17236,,,,Estrella común,17,
ELPRO-111011-OR-1-7-INV,Omar Rangel,10/11/11,2011,9:10,9:18,0:08,,,,7,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Abulon azul,1,
ELPRO-111011-OR-1-7-INV,Omar Rangel,10/11/11,2011,9:10,9:18,0:08,,,,7,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Langosta roja,3,
ELPRO-111011-OR-1-7-INV,Omar Rangel,10/11/11,2011,9:10,9:18,0:08,,,,7,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Langosta azul,2,
ELPRO-111011-OR-1-7-INV,Omar Rangel,10/11/11,2011,9:10,9:18,0:08,,,,7,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Erizo punta de lapiz,10,
ELPRO-111011-OR-1-7-INV,Omar Rangel,10/11/11,2011,9:10,9:18,0:08,,,,7,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Erizo puntas rotas,4,
ELPRO-111011-OR-1-7-INV,Omar Rangel,10/11/11,2011,9:10,9:18,0:08,,,,7,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Estrella común,6,
ELPRO-111011-OR-1-8-INV,Omar Rangel,10/11/11,2011,10:50,10:57,0:07,,,,8,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Langosta roja,13,
ELPRO-111011-OR-1-8-INV,Omar Rangel,10/11/11,2011,10:50,10:57,0:07,,,,8,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Langosta azul,10,
ELPRO-111011-OR-1-8-INV,Omar Rangel,10/11/11,2011,10:50,10:57,0:07,,,,8,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Erizo punta de lapiz,14,
ELPRO-111011-OR-1-8-INV,Omar Rangel,10/11/11,2011,10:50,10:57,0:07,,,,8,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Erizo puntas rotas,68,22
ELPRO-111011-OR-1-8-INV,Omar Rangel,10/11/11,2011,10:50,10:57,0:07,,,,8,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Estrella común,9,
ELPRO-111011-OR-1-8-INV,Omar Rangel,10/11/11,2011,10:50,10:57,0:07,,,,8,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Pulpo rojo,2,
ELPRO-111011-RR-1-9-INV,Raul Romero,10/11/11,2011,9:11,9:17,0:06,,,,9,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Langosta roja,4,
ELPRO-111011-RR-1-9-INV,Raul Romero,10/11/11,2011,9:11,9:17,0:06,,,,9,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Langosta azul,1,
ELPRO-111011-RR-1-9-INV,Raul Romero,10/11/11,2011,9:11,9:17,0:06,,,,9,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Pepino café,1,
ELPRO-111011-RR-1-9-INV,Raul Romero,10/11/11,2011,9:11,9:17,0:06,,,,9,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Erizo punta de lapiz,23,
ELPRO-111011-RR-1-9-INV,Raul Romero,10/11/11,2011,9:11,9:17,0:06,,,,9,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Muricea spp. (>10 cm),2,
ELPRO-111011-RR-1-9-INV,Raul Romero,10/11/11,2011,9:11,9:17,0:06,,,,9,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Estrella común,5,
ELPRO-111011-RR-1-9-INV,Raul Romero,10/11/11,2011,9:11,9:17,0:06,,,,9,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Pulpo rojo,1,
ELPRO-111011-RR-1-10-INV,Raul Romero,10/11/11,2011,10:54,10:59,0:05,,,,10,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Langosta azul,8,
ELPRO-111011-RR-1-10-INV,Raul Romero,10/11/11,2011,10:54,10:59,0:05,,,,10,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Erizo punta de lapiz,6,
ELPRO-111011-RR-1-10-INV,Raul Romero,10/11/11,2011,10:54,10:59,0:05,,,,10,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Erizo puntas rotas,15,
ELPRO-111011-RR-1-10-INV,Raul Romero,10/11/11,2011,10:54,10:59,0:05,,,,10,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Estrella común,4,
ELPRO-111011-CR-1-11-INV,Cipriano Romero,10/11/11,2011,9:21,9:28,0:07,,,,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Langosta roja,4,
ELPRO-111011-CR-1-11-INV,Cipriano Romero,10/11/11,2011,9:21,9:28,0:07,,,,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Caracol chino,1,
ELPRO-111011-CR-1-11-INV,Cipriano Romero,10/11/11,2011,9:21,9:28,0:07,,,,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Erizo punta de lapiz,166,9
ELPRO-111011-CR-1-11-INV,Cipriano Romero,10/11/11,2011,9:21,9:28,0:07,,,,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,Estrella común,35,
ELPRO-111011-CR-1-12-INV,Cipriano Romero,10/11/11,2011,11:03,11:11,0:08,,,,12,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Abulon azul,2,
ELPRO-111011-CR-1-12-INV,Cipriano Romero,10/11/11,2011,11:03,11:11,0:08,,,,12,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Langosta roja,7,
ELPRO-111011-CR-1-12-INV,Cipriano Romero,10/11/11,2011,11:03,11:11,0:08,,,,12,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Caracol chino,2,
ELPRO-111011-CR-1-12-INV,Cipriano Romero,10/11/11,2011,11:03,11:11,0:08,,,,12,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Erizo puntas rotas,47,
ELPRO-111011-CR-1-12-INV,Cipriano Romero,10/11/11,2011,11:03,11:11,0:08,,,,12,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,Estrella común,8,
ELPRO-111011-GH-1-13-INV,Gustavo Hinojosa,10/11/11,2011,9:33,9:41,0:08,,,,13,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,Langosta azul,14,
ELPRO-111011-GH-1-13-INV,Gustavo Hinojosa,10/11/11,2011,9:33,9:41,0:08,,,,13,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,Caracol chino,2,
ELPRO-111011-GH-1-13-INV,Gustavo Hinojosa,10/11/11,2011,9:33,9:41,0:08,,,,13,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,Erizo punta de lapiz,33,
ELPRO-111011-GH-1-13-INV,Gustavo Hinojosa,10/11/11,2011,9:33,9:41,0:08,,,,13,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,Erizo puntas rotas,1,
ELPRO-111011-GH-1-13-INV,Gustavo Hinojosa,10/11/11,2011,9:33,9:41,0:08,,,,13,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,Muricea spp. (>10 cm),1,
ELPRO-111011-GH-1-13-INV,Gustavo Hinojosa,10/11/11,2011,9:33,9:41,0:08,,,,13,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,Estrella común,15,
ELPRO-111011-GH-1-14-INV,Gustavo Hinojosa,10/11/11,2011,11:12,11:16,0:04,,,,14,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,,,,Langosta azul,1,
ELPRO-111011-GH-1-14-INV,Gustavo Hinojosa,10/11/11,2011,11:12,11:16,0:04,,,,14,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,,,,Erizo puntas rotas,187,8
ELPRO-111011-GH-1-14-INV,Gustavo Hinojosa,10/11/11,2011,11:12,11:16,0:04,,,,14,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,,,,Estrella común,3,
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Langosta roja,1,
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Langosta azul,18,
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Caracol chino,2,
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Erizo punta de lapiz,9,
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Erizo espinudo,3,
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Erizo puntas rotas,300,5
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Estrella común,5,
ELPRO-121011-RR-1-15-INV,Roguer Romero,10/12/11,2011,9:23,9:30,0:07,,,,15,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17394,,,,Pulpo rojo,1,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Abulon azul,1,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Langosta roja,6,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Langosta azul,1,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Pepino café,3,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Caracol chino,4,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Erizo punta de lapiz,4,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Erizo espinudo,7,
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Erizo puntas rotas,187,8
ELPRO-121011-RR-1-16-INV,Roguer Romero,10/12/11,2011,10:35,10:43,0:08,,,,16,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.69164,112.16808,,,,Estrella común,3,
