codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,zona,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,talla,sexo/categoria,direcci—n,comentarios,nt,biomasa
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Nicholsina denticulata,25,,,,2,323.0731
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Nicholsina denticulata,30,,,,2,562.8489
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pseudobalistis naufragium,30,,,,3.4,917.2034
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pseudobalistis naufragium,45,,,,3.4,2638.6216
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Plagiotremus azaleus,5,,,,3.5,0.7189
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Plagiotremus azaleus,5,,,,3.5,0.7189
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Plagiotremus azaleus,5,,,,3.5,0.7189
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Plagiotremus azaleus,5,,,,3.5,0.7189
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres semicintus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Girella nigrican,30,,,,2.8,548.9373
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Apogon retrosella,5,,,,3.4,2.1678
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Apogon retrosella,5,,,,3.4,2.1678
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Apogon retrosella,5,,,,3.4,2.1678
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Apogon retrosella,5,,,,3.4,2.1678
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Bodianus diplotaenia,25,,,,3.4,313.2548
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Bodianus diplotaenia,35,,,,3.4,859.3398
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Epinephelus labriformis,20,,,,4,203.3673
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Holacanthus passer,25,,,,2.6,555.9277
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Holacanthus passer,25,,,,2.6,555.9277
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Holacanthus passer,30,,,,2.6,975.5095
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca jordani,30,,,,4.5,504.9000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca jordani,30,,,,4.5,504.9000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca jordani,45,,,,4.5,1704.0375
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca jordani,20,,,,4.5,149.6000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca jordani,30,,,,4.5,504.9000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca jordani,70,,,,4.5,6414.1000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca rosacea,40,,,,4.1,762.0260
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca rosacea,40,,,,4.1,762.0260
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca rosacea,40,,,,4.1,762.0260
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca rosacea,40,,,,4.1,762.0260
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca rosacea,35,,,,4.1,512.5470
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca rosacea,20,,,,4.1,97.2547
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Mycteroperca rosacea,20,,,,4.1,97.2547
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pomacanthus zonipectus,25,,,,3.1,273.4513
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pomacanthus zonipectus,30,,,,3.1,469.9121
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,40,,,,2,2033.4028
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Scarus perico,45,,,,2,2015.4483
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,5,,,,3.5,1.2959
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,5,,,,3.5,1.2959
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Diplobatis ommnata,30,,,,3.3,255.2325
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,10,,,,3.5,13.8522
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,10,,,,3.5,13.8522
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,3,,,,3.5,0.2933
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,3,,,,3.5,0.2933
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,3,,,,3.5,0.2933
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,3,,,,3.5,0.2933
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,3,,,,3.5,0.2933
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,3,,,,3.5,0.2933
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pareques spp.,3,,,,3.5,0.2933
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Paralabrax auroguttatus,10,,,,3.1,14.6000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Paralabrax auroguttatus,10,,,,3.1,14.6000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Paralabrax auroguttatus,30,,,,3.1,394.2000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Semicossyphus pulcher,30,,,,3.6,780.3000
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Semicossyphus pulcher,5,,,,3.6,3.61250
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Semicossyphus pulcher,5,,,,3.6,3.61250
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,25,,,,3.2,486.2381
